115年03月31日 截至11:26止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"4","富邦","522","335"
"5","摩根士丹利","29","725"
"6","國泰綜合","528","187"
"7","美商高盛亞","229","395"
"8","永豐金","322","213"
"9","星洲瑞銀","171","256"
"10","元富","256","83"
"20","群聯(8299)"
"1","元大","1033","1152"
"2","凱基","681","884"
"3","永豐金","624","537"
"4","富邦","580","510"
"5","美商高盛亞","452","427"
"6","群益","284","253"
"7","國泰綜合","209","241"
"8","台新","211","150"
"9","國票","265","71"
"10","星洲瑞銀","106","224"
"21","建榮(5340)"
"1","元大","1134","716"
"2","永豐金","256","1169"
"3","摩根大通","367","891"
"4","群益","347","558"
"5","國泰綜合","503","266"
"6","凱基","325","336"
"7","富邦","495","162"
"8","台新","294","144"
"9","星洲瑞銀","46","389"
"10","統一","167","266"
"22","金山電(8042)"
"1","元大","1565","1142"
"2","凱基","410","1068"
"3","群益","200","664"
"4","富邦","536","188"
"5","國泰綜合","446","132"
"6","統一","228","310"
"7","永豐金","340","183"
"8","美商高盛亞","80","255"
"9","華南永昌","197","131"
"10","元富","177","142"
"23","茂迪(6244)"
"1","元大","1384","1159"
"2","凱基","679","600"
"3","富邦","441","281"
"4","國泰綜合","310","223"
"5","群益","221","306"
"6","永豐金","227","280"
"7","星洲瑞銀","121","375"
"8","玉山證券","250","236"
"9","摩根大通","1","432"
"10","華南永昌","223","131"
"24","台星科(3265)"
"1","元大","966","1114"
"2","凱基","461","811"
"3","富邦","372","466"
"4","群益","245","316"
"5","永豐金","332","212"
"6","摩根士丹利","296","183"
"7","兆豐","217","189"
"8","國泰綜合","222","170"
"9","統一","200","185"
"10","美商高盛亞","240","144"
"25","萬泰科(6190)"
"1","元大","1002","1220"
"2","凱基","582","564"
"3","富邦","388","515"
"4","美商高盛亞","394","224"
"5","統一","299","226"
"6","國泰綜合","198","298"
"7","星洲瑞銀","216","186"
"8","群益","160","227"
"9","永豐金","106","234"
"10","台新","205","97"
"26","威剛(3260)"
"1","元大","496","794"
"2","凱基","559","587"
"3","永豐金","634","295"
"4","統一","383","490"
"5","富邦","401","387"
"6","美商高盛亞","424","133"
"7","群益","289","216"
"8","兆豐","182","236"
"9","華南永昌","195","222"
"10","元富","253","129"
"27","中美晶(5483)"
"1","元大","997","703"
"2","凱基","493","540"
"3","富邦","387","167"
"4","永豐金","275","187"
"5","美商高盛亞","77","384"
"6","群益","201","255"
"7","摩根士丹利","17","314"
"8","國泰綜合","222","106"
"9","星洲瑞銀","68","244"
"10","港商野村","25","270"
"28","聯光通(4903)"
"1","元大","1222","1179"
"2","凱基","432","500"
"3","富邦","352","284"
"4","群益","181","174"
"5","永豐金","134","217"
"6","元富","126","157"
"7","美商高盛亞","126","122"
"8","華南永昌","129","117"
"9","統一","82","160"
"10","玉山證券","110","72"
"29","萬在(4543)"
"1","元大","778","797"
"2","富邦","349","688"
"3","凱基","402","546"
"4","新光","220","242"
"5","元富","186","211"
"6","群益","208","150"
"7","國泰綜合","231","104"
"8","兆豐","184","145"
"9","永豐金","221","96"
"10","摩根大通","66","186"
"30","高技(5439)"
"1","元大","755","596"
"2","凱基","498","619"
"3","富邦","342","245"
"4","群益","124","384"
"5","國泰綜合","179","314"
"6","摩根士丹利","187","277"
"7","元富","112","239"
"8","國票","256","57"
"9","星洲瑞銀","81","196"
"10","永豐金","197","59"
