115年04月02日 截至12:35止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"1","元大","2970","1772"
"2","凱基","1444","2401"
"3","富邦","1519","1064"
"4","摩根大通","314","1526"
"5","國泰綜合","1118","566"
"6","群益","812","743"
"7","永豐金","967","483"
"8","星洲瑞銀","141","1266"
"9","華南永昌","600","537"
"10","元富","552","448"
"9","鈦昇(8027)"
"1","元大","3452","3219"
"2","凱基","1397","3034"
"3","富邦","1556","1809"
"4","群益","851","699"
"5","永豐金","822","719"
"6","國泰綜合","849","649"
"7","星洲瑞銀","594","436"
"8","美商高盛亞","670","332"
"9","台新","487","330"
"10","摩根士丹利","391","367"
"10","台燿(6274)"
"1","元大","2811","3317"
"2","凱基","1570","1915"
"3","富邦","858","965"
"4","國泰綜合","870","680"
"5","群益","672","754"
"6","永豐金","514","589"
"7","星洲瑞銀","466","522"
"8","元富","431","502"
"9","美商高盛亞","449","480"
"10","兆豐","487","431"
"11","擎亞(8096)"
"1","元大","2845","3185"
"2","凱基","1319","1820"
"3","富邦","1011","1262"
"4","國泰綜合","1055","689"
"5","群益","775","805"
"6","永豐金","728","626"
"7","台新","633","402"
"8","華南永昌","547","475"
"9","新光","396","398"
"10","統一","258","529"
"12","台嘉碩(3221)"
"1","元大","2294","2215"
"2","凱基","1039","1526"
"3","富邦","1013","949"
"4","國泰綜合","775","656"
"5","永豐金","606","640"
"6","群益","491","489"
"7","台新","382","519"
"8","華南永昌","540","352"
"9","統一","251","596"
"10","玉山證券","436","234"
"13","金居(8358)"
"1","元大","2703","2690"
"2","凱基","1355","1476"
"3","富邦","781","736"
"4","永豐金","499","475"
"5","國泰綜合","577","383"
"6","群益","493","323"
"7","國票","143","455"
"8","統一","263","316"
"9","美商高盛亞","225","351"
"10","中國信託證","269","286"
"14","九豪(6127)"
"1","元大","2146","1909"
"2","凱基","1130","1187"
"3","富邦","783","913"
"4","群益","478","623"
"5","永豐金","359","675"
"6","國泰綜合","610","356"
"7","華南永昌","442","401"
"8","元富","340","172"
"9","兆豐","266","209"
"10","玉山證券","225","236"
"15","德宏(5475)"
"1","元大","974","2149"
"2","富邦","1475","1042"
"3","凱基","983","569"
"4","元富","1159","294"
"5","永豐金","235","529"
"6","兆豐","313","343"
"7","國泰綜合","244","351"
"8","台新","382","206"
"9","統一","214","286"
"10","華南永昌","131","330"
"16","東典光電(6588)"
"1","元大","1754","2239"
"2","凱基","647","928"
"3","永豐金","499","323"
"4","富邦","456","355"
"5","摩根大通","330","462"
"6","國泰綜合","450","277"
"7","群益","346","311"
"8","統一","259","306"
"9","華南永昌","262","214"
"10","新光","149","283"
"17","群聯(8299)"
"1","元大","1376","971"
"2","凱基","931","809"
"3","美商高盛亞","214","701"
"4","富邦","489","331"
"5","永豐金","464","317"
"6","統一","366","303"
"7","群益","355","217"
"8","國泰綜合","347","212"
"9","星洲瑞銀","106","376"
"10","法銀巴黎證","0","458"
"18","萬泰科(6190)"
"1","元大","1135","1199"
"2","凱基","493","608"
"3","兆豐","178","863"
"4","富邦","476","535"
"5","國泰綜合","509","242"
"6","永豐金","291","322"
"7","元富","372","237"
"8","群益","180","320"
"9","統一","177","175"
"10","玉山證券","170","175"
"19","東捷(8064)"
"1","元大","1182","953"
"2","凱基","667","781"
"3","富邦","451","371"
"4","永豐金","309","308"
"5","國泰綜合","231","279"
"6","群益","292","211"
"7","華南永昌","193","278"
"8","摩根士丹利","173","275"
"9","星洲瑞銀","230","216"
"10","新光","153","205"
"20","波若威(3163)"
"1","凱基","1533","583"
"2","元大","709","1180"
"3","富邦","521","593"
"4","美商高盛亞","567","73"
"5","統一","144","404"
"6","兆豐","91","337"
"7","國泰綜合","156","272"
"8","群益","162","220"
"9","永豐金","86","253"
"10","元富","98","174"
"21","茂迪(6244)"
"1","元大","745","881"
"2","富邦","359","621"
"3","星洲瑞銀","456","220"
"4","凱基","440","225"
"5","國泰綜合","217","434"
"6","群益","166","394"
"7","美商高盛亞","444","110"
"8","摩根士丹利","233","179"
"9","摩根大通","368","39"
"10","永豐金","146","253"
"22","凱崴(5498)"
"1","元大","1151","946"
"2","凱基","446","619"
"3","富邦","385","277"
"4","群益","207","276"
"5","美商高盛亞","220","258"
"6","國泰綜合","198","198"
"7","永豐金","169","201"
"8","星洲瑞銀","120","193"
"9","元富","115","170"
"10","台新","170","102"
"23","聚和(6509)"
"1","元大","999","917"
"2","凱基","414","359"
"3","富邦","375","377"
"4","群益","248","284"
"5","元富","162","318"
"6","國泰綜合","317","159"
"7","永豐金","224","239"
"8","星洲瑞銀","19","304"
"9","兆豐","197","85"
"10","台新","149","129"
"24","達航科技(4577)"
"1","元大","805","875"
"2","凱基","599","535"
"3","富邦","336","330"
"4","永豐金","154","372"
"5","元富","188","297"
"6","群益","237","189"
"7","華南永昌","182","178"
"8","國泰綜合","141","201"
"9","國票","260","79"
"10","統一","166","153"
"25","建榮(5340)"
"1","元大","697","811"
"2","凱基","642","324"
"3","國泰綜合","193","289"
"4","美商高盛亞","241","237"
"5","富邦","226","252"
"6","星洲瑞銀","225","236"
"7","永豐金","139","255"
"8","群益","170","187"
"9","元富","247","108"
"10","華南永昌","123","202"
"26","華電網(6163)"
"1","元大","1083","898"
"2","凱基","278","434"
"3","永豐金","280","314"
"4","富邦","225","343"
"5","群益","229","258"
"6","國泰綜合","309","118"
"7","統一","93","256"
"8","兆豐","138","164"
"9","摩根大通","109","181"
"10","美商高盛亞","135","142"
"27","聯光通(4903)"
"1","元大","899","963"
"2","凱基","369","394"
"3","富邦","252","327"
"4","永豐金","210","248"
"5","星洲瑞銀","144","249"
"6","美商高盛亞","115","228"
"7","群益","149","183"
"8","元富","135","184"
"9","港商野村","179","120"
"10","玉山證券","200","63"
"28","合晶(6182)"
"1","元大","595","504"
"2","凱基","478","532"
"3","富邦","280","485"
"4","美商高盛亞","127","554"
"5","群益","218","186"
"6","星洲瑞銀","190","211"
"7","永豐金","299","67"
"8","華南永昌","163","119"
"9","國泰綜合","178","99"
"10","摩根士丹利","13","260"
"29","由田(3455)"
"1","元大","578","834"
"2","富邦","944","286"
"3","凱基","836","325"
"4","統一","237","245"
"5","元富","129","200"
"6","群益","91","206"
"7","兆豐","50","233"
"8","合庫","199","71"
"9","港商野村","230","1"
"10","國泰綜合","84","133"
"30","順達(3211)"
"1","元大","547","572"
"2","凱基","565","383"
"3","永豐金","267","236"
"4","富邦","232","254"
"5","摩根士丹利","116","306"
"6","華南永昌","190","220"
"7","元富","117","254"
"8","美林證券","250","86"
"9","國泰綜合","180","155"
"10","美商高盛亞","138","128"
