"115年04月08日 截至12:00止 热门股券商进出排行(等价整股由大而小排列)"
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"10","星洲瑞銀","508","131"
"16","東捷(8064)"
"1","凱基","2870","2311"
"2","元大","1799","2380"
"3","富邦","683","923"
"4","台新","548","595"
"5","統一","526","513"
"6","國泰綜合","484","541"
"7","永豐金","423","467"
"8","群益","406","461"
"9","港商野村","547","262"
"10","星洲瑞銀","699","78"
"17","欣銓(3264)"
"1","元大","2263","1454"
"2","凱基","1178","1166"
"3","富邦","840","585"
"4","星洲瑞銀","27","1097"
"5","統一","618","394"
"6","永豐金","427","562"
"7","台新","480","466"
"8","玉山證券","242","556"
"9","群益","297","461"
"10","新光","246","403"
"18","創威(6530)"
"1","元大","2019","2051"
"2","凱基","934","1515"
"3","富邦","764","441"
"4","台新","540","597"
"5","群益","469","533"
"6","永豐金","583","395"
"7","國泰綜合","487","350"
"8","華南永昌","438","356"
"9","兆豐","358","270"
"10","統一","203","255"
"19","順達(3211)"
"1","元大","1598","1685"
"2","凱基","948","1210"
"3","富邦","998","640"
"4","永豐金","747","586"
"5","台新","494","637"
"6","國泰綜合","399","421"
"7","美商高盛亞","389","362"
"8","華南永昌","292","445"
"9","群益","358","377"
"10","摩根士丹利","440","167"
"20","泰谷(3339)"
"1","元大","2080","1752"
"2","凱基","768","1025"
"3","群益","719","739"
"4","富邦","663","539"
"5","台新","625","490"
"6","國泰綜合","554","459"
"7","永豐金","307","675"
"8","華南永昌","340","372"
"9","統一","225","447"
"10","新光","288","275"
"21","台半(5425)"
"1","元大","1647","1371"
"2","凱基","490","944"
"3","美商高盛亞","138","827"
"4","群益","389","569"
"5","富邦","549","292"
"6","台新","400","322"
"7","星洲瑞銀","392","266"
"8","永豐金","414","212"
"9","國泰綜合","426","153"
"10","摩根士丹利","73","340"
"22","德宏(5475)"
"1","元大","833","931"
"2","富邦","458","1060"
"3","摩根大通","442","561"
"4","凱基","397","554"
"5","永豐金","595","336"
"6","台新","455","273"
"7","國泰綜合","457","195"
"8","美商高盛亞","546","54"
"9","群益","369","218"
"10","玉山證券","135","298"
"23","台星科(3265)"
"1","元大","869","1471"
"2","凱基","808","697"
"3","富邦","257","571"
"4","台新","315","388"
"5","永豐金","265","409"
"6","摩根士丹利","643","22"
"7","華南永昌","134","380"
"8","美林證券","484","16"
"9","美商高盛亞","417","50"
"10","兆豐","189","267"
"24","凱崴(5498)"
"1","元大","1481","1581"
"2","凱基","643","553"
"3","富邦","506","495"
"4","國泰綜合","338","334"
"5","台新","320","324"
"6","永豐金","277","307"
"7","兆豐","197","292"
"8","美商高盛亞","265","219"
"9","群益","233","221"
"10","玉山證券","217","200"
"25","高技(5439)"
"1","富邦","434","1554"
"2","元大","782","927"
"3","凱基","660","759"
"4","台新","387","555"
"5","國泰綜合","683","248"
"6","永豐金","461","219"
"7","摩根士丹利","353","93"
"8","群益","214","209"
"9","國票","84","250"
"10","摩根大通","300","14"
"26","廣穎(4973)"
"1","元大","1429","1036"
"2","凱基","459","605"
"3","富邦","469","357"
"4","台新","420","292"
"5","群益","273","354"
"6","美商高盛亞","15","553"
"7","星洲瑞銀","249","205"
"8","永豐金","233","206"
"9","國泰綜合","197","217"
"10","統一","156","245"
"27","雙鴻(3324)"
"1","元大","573","1103"
"2","國泰綜合","1181","371"
"3","凱基","693","805"
"4","富邦","269","422"
"5","永豐金","305","305"
"6","港商野村","427","21"
"7","台新","204","241"
"8","群益","179","246"
"9","華南永昌","145","212"
"10","摩根士丹利","207","128"
"28","均豪(5443)"
"1","元大","766","1088"
"2","凱基","517","601"
"3","星洲瑞銀","833","74"
"4","富邦","239","464"
"5","台新","219","460"
"6","永豐金","247","330"
"7","群益","275","278"
"8","新光","165","322"
"9","國泰綜合","161","241"
"10","統一","194","200"
"29","鈺創(5351)"
"1","元大","686","991"
"2","統一","1373","97"
"3","富邦","334","550"
"4","台新","533","251"
"5","凱基","330","346"
"6","永豐金","172","440"
"7","摩根大通","519","15"
"8","華南永昌","257","226"
"9","國泰綜合","21","399"
"10","美商高盛亞","319","75"
"30","九豪(6127)"
"1","元大","1044","844"
"2","國泰綜合","154","1347"
"3","凱基","517","417"
"4","富邦","413","260"
"5","華南永昌","303","310"
"6","康和","42","480"
"7","群益","282","175"
"8","台新","191","167"
"9","永豐金","240","110"
"10","兆豐","161","131"
