115年04月07日 截至12:35止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"16","萬泰科(6190)"
"1","元大","1262","1660"
"2","凱基","631","817"
"3","群益","544","523"
"4","富邦","362","636"
"5","台新","432","465"
"6","摩根士丹利","654","53"
"7","國泰綜合","222","474"
"8","永豐金","190","419"
"9","星洲瑞銀","530","74"
"10","摩根大通","543","16"
"17","台半(5425)"
"1","元大","1234","1311"
"2","凱基","1317","1027"
"3","台新","535","344"
"4","美商高盛亞","489","336"
"5","富邦","243","552"
"6","永豐金","228","440"
"7","統一","347","252"
"8","群益","211","320"
"9","美林證券","468","0"
"10","國泰綜合","131","237"
"18","欣銓(3264)"
"1","元大","1524","1413"
"2","凱基","692","989"
"3","群益","740","273"
"4","富邦","445","395"
"5","美商高盛亞","256","551"
"6","永豐金","356","251"
"7","台新","276","319"
"8","摩根士丹利","12","577"
"9","國泰綜合","336","229"
"10","統一","244","148"
"19","宜鼎(5289)"
"1","元大","1479","1202"
"2","凱基","611","545"
"3","摩根士丹利","0","920"
"4","富邦","422","460"
"5","摩根大通","92","452"
"6","群益","381","153"
"7","統一","386","114"
"8","美商高盛亞","2","493"
"9","永豐金","389","103"
"10","華南永昌","306","164"
"20","泰谷(3339)"
"1","元大","1356","1129"
"2","凱基","612","819"
"3","群益","647","500"
"4","富邦","332","308"
"5","統一","238","346"
"6","台新","323","256"
"7","永豐金","236","279"
"8","兆豐","205","302"
"9","國泰綜合","244","223"
"10","國票","133","274"
"21","廣穎(4973)"
"1","元大","1069","890"
"2","凱基","546","901"
"3","富邦","612","284"
"4","群益","435","312"
"5","統一","246","472"
"6","美商高盛亞","13","490"
"7","台新","318","147"
"8","摩根大通","169","279"
"9","國票","243","172"
"10","永豐金","235","173"
"22","順達(3211)"
"1","元大","1291","881"
"2","凱基","905","744"
"3","永豐金","234","606"
"4","富邦","173","354"
"5","群益","293","209"
"6","星洲瑞銀","346","116"
"7","台新","188","233"
"8","華南永昌","129","270"
"9","國泰綜合","137","204"
"10","美林證券","158","169"
"23","東捷(8064)"
"1","元大","885","899"
"2","凱基","502","649"
"3","富邦","586","236"
"4","群益","356","331"
"5","摩根士丹利","5","575"
"6","永豐金","278","177"
"7","星洲瑞銀","106","328"
"8","摩根大通","41","324"
"9","華南永昌","133","203"
"10","國泰綜合","199","119"
"24","九豪(6127)"
"1","元大","1152","1304"
"2","凱基","407","386"
"3","富邦","421","358"
"4","國泰綜合","329","262"
"5","群益","222","366"
"6","華南永昌","336","187"
"7","玉山證券","253","189"
"8","永豐金","191","192"
"9","台新","167","149"
"10","國票","74","240"
"25","台嘉碩(3221)"
"1","元大","885","1108"
"2","凱基","424","489"
"3","富邦","272","329"
"4","國泰綜合","345","159"
"5","永豐金","167","277"
"6","中國信託證","173","146"
"7","台新","221","92"
"8","華南永昌","104","171"
"9","群益","125","129"
"10","新光","148","99"
"26","港建*(3093)"
"1","凱基","822","685"
"2","兆豐","970","86"
"3","元大","389","581"
"4","台新","404","429"
"5","富邦","273","383"
"6","永豐金","245","203"
"7","統一","166","240"
"8","群益","91","315"
"9","國票","155","111"
"10","國泰綜合","91","162"
"27","群翊(6664)"
"1","元大","820","832"
"2","凱基","745","838"
"3","富邦","273","391"
"4","美商高盛亞","204","258"
"5","台新","168","156"
"6","國泰綜合","165","129"
"7","永豐金","129","153"
"8","群益","126","143"
"9","兆豐","204","42"
"10","統一","112","111"
"28","聚和(6509)"
"1","元大","615","770"
"2","凱基","607","338"
"3","台新","211","439"
"4","富邦","312","337"
"5","國泰綜合","300","246"
"6","群益","211","256"
"7","統一","61","400"
"8","國票","306","49"
"9","兆豐","200","104"
"10","永豐金","149","146"
"29","群聯(8299)"
"1","元大","955","602"
"2","凱基","457","429"
"3","美商高盛亞","167","561"
"4","富邦","190","384"
"5","群益","293","157"
"6","永豐金","234","127"
"7","台新","172","128"
"8","統一","163","119"
"9","摩根士丹利","106","170"
"10","摩根大通","29","223"
"30","湧德(3689)"
"1","富邦","1698","263"
"2","元大","404","784"
"3","兆豐","392","80"
"4","台新","143","249"
"5","永豐金","129","241"
"6","凱基","106","242"
"7","國泰綜合","10","316"
"8","群益","89","190"
"9","國票","194","68"
"10","玉山證券","9","199"
