115年04月07日 截至14:02止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"3","富邦","1408","948"
"4","群益","784","849"
"5","永豐金","771","661"
"6","國泰綜合","858","473"
"7","台新","634","395"
"8","摩根士丹利","48","947"
"9","兆豐","402","553"
"10","星洲瑞銀","186","768"
"10","金居(8358)"
"1","元大","2382","3018"
"2","凱基","1742","1460"
"3","群益","1483","497"
"4","永豐金","854","914"
"5","國泰綜合","653","1020"
"6","富邦","663","971"
"7","台新","415","600"
"8","星洲瑞銀","760","157"
"9","華南永昌","292","431"
"10","摩根士丹利","329","355"
"11","鈦昇(8027)"
"1","元大","2792","2249"
"2","富邦","1031","1839"
"3","凱基","1402","1304"
"4","群益","896","617"
"5","國泰綜合","684","671"
"6","永豐金","699","451"
"7","星洲瑞銀","443","590"
"8","美商高盛亞","182","832"
"9","台新","494","410"
"10","華南永昌","443","429"
"12","宏捷科(8086)"
"1","凱基","3378","1664"
"2","元大","1443","2570"
"3","富邦","1804","1986"
"4","摩根士丹利","731","558"
"5","港商野村","1093","62"
"6","台新","310","743"
"7","群益","557","444"
"8","永豐金","329","621"
"9","國泰綜合","188","459"
"10","摩根大通","479","83"
"13","波若威(3163)"
"1","元大","2188","1994"
"2","凱基","1445","2193"
"3","富邦","793","730"
"4","國泰綜合","904","607"
"5","永豐金","759","541"
"6","台新","520","548"
"7","群益","443","420"
"8","統一","426","264"
"9","美商高盛亞","357","309"
"10","摩根士丹利","47","563"
"14","欣銓(3264)"
"1","元大","2188","1773"
"2","凱基","1349","1327"
"3","群益","979","367"
"4","富邦","712","630"
"5","摩根士丹利","33","1240"
"6","台新","442","620"
"7","美商高盛亞","264","623"
"8","永豐金","493","391"
"9","國泰綜合","427","315"
"10","摩根大通","84","623"
"15","萬泰科(6190)"
"1","元大","1438","2146"
"2","凱基","1091","1014"
"3","群益","652","743"
"4","台新","657","664"
"5","富邦","413","797"
"6","國泰綜合","327","561"
"7","星洲瑞銀","745","84"
"8","摩根士丹利","669","114"
"9","永豐金","271","479"
"10","摩根大通","711","16"
"16","台燿(6274)"
"1","元大","1563","2207"
"2","富邦","1690","823"
"3","凱基","1270","1049"
"4","統一","905","215"
"5","國票","876","224"
"6","國泰綜合","395","597"
"7","永豐金","256","525"
"8","台新","195","557"
"9","群益","249","499"
"10","華南永昌","141","395"
"17","德宏(5475)"
"1","富邦","995","1595"
"2","元大","1269","943"
"3","台新","625","1565"
"4","凱基","873","1223"
"5","永豐金","1315","324"
"6","國泰綜合","508","206"
"7","美林證券","232","422"
"8","群益","405","201"
"9","摩根大通","355","224"
"10","華南永昌","270","275"
"18","泰谷(3339)"
"1","元大","2050","1689"
"2","群益","1172","873"
"3","凱基","939","1036"
"4","富邦","476","742"
"5","台新","586","486"
"6","統一","442","431"
"7","永豐金","419","440"
"8","國泰綜合","400","361"
"9","華南永昌","315","343"
"10","兆豐","258","398"
"19","台半(5425)"
"1","元大","1319","1458"
"2","凱基","1437","1078"
"3","台新","616","467"
"4","美商高盛亞","492","398"
"5","富邦","281","586"
"6","永豐金","261","551"
"7","美林證券","769","0"
"8","統一","375","253"
"9","群益","247","364"
"10","華南永昌","186","290"
"20","宜鼎(5289)"
"1","元大","1859","1319"
"2","凱基","761","602"
"3","富邦","530","649"
"4","摩根士丹利","3","1117"
"5","摩根大通","140","547"
"6","群益","473","178"
"7","美商高盛亞","17","619"
"8","統一","429","199"
"9","永豐金","485","133"
"10","華南永昌","341","223"
"21","廣穎(4973)"
"1","元大","1464","1004"
"2","凱基","665","1159"
"3","富邦","701","345"
"4","群益","593","412"
"5","統一","357","516"
"6","美商高盛亞","23","710"
"7","摩根大通","169","488"
"8","台新","431","205"
"9","永豐金","289","222"
"10","國票","287","207"
"22","順達(3211)"
"1","元大","1410","1106"
"2","凱基","1084","899"
"3","永豐金","291","659"
"4","群益","366","296"
"5","富邦","213","412"
"6","星洲瑞銀","435","136"
"7","台新","252","278"
"8","華南永昌","141","319"
"9","美林證券","197","229"
"10","國泰綜合","170","236"
"23","東捷(8064)"
"1","元大","1293","1085"
"2","凱基","695","822"
"3","富邦","721","446"
"4","群益","556","366"
"5","摩根士丹利","64","617"
"6","永豐金","321","319"
"7","星洲瑞銀","122","364"
"8","統一","259","193"
"9","合庫","298","152"
"10","摩根大通","89","336"
"24","九豪(6127)"
"1","元大","1680","1694"
"2","富邦","606","695"
"3","凱基","527","516"
"4","群益","345","494"
"5","國泰綜合","426","391"
"6","華南永昌","404","253"
"7","玉山證券","281","277"
"8","永豐金","308","224"
"9","台新","258","213"
"10","國票","89","279"
"25","建榮(5340)"
"1","凱基","1328","813"
"2","元大","678","1074"
"3","富邦","1037","478"
"4","國泰綜合","242","438"
"5","永豐金","220","451"
"6","群益","300","311"
"7","台新","295","290"
"8","統一","287","150"
"9","美商高盛亞","306","73"
"10","華南永昌","112","253"
"26","華電網(6163)"
"1","元大","1394","1046"
"2","凱基","652","838"
"3","富邦","632","298"
"4","永豐金","394","408"
"5","國泰綜合","336","258"
"6","群益","329","255"
"7","兆豐","217","343"
"8","摩根士丹利","157","318"
"9","台新","199","218"
"10","美商高盛亞","152","227"
"27","湧德(3689)"
"1","富邦","3531","1787"
"2","元大","423","902"
"3","兆豐","510","90"
"4","台新","168","349"
"5","國票","194","250"
"6","永豐金","130","273"
"7","凱基","126","253"
"8","國泰綜合","10","321"
"9","群益","89","235"
"10","統一","105","122"
"28","聚和(6509)"
"1","元大","774","1066"
"2","凱基","797","613"
"3","富邦","451","586"
"4","台新","265","508"
"5","群益","428","341"
"6","國泰綜合","378","320"
"7","統一","72","462"
"8","國票","427","60"
"9","永豐金","262","202"
"10","兆豐","278","140"
"29","台嘉碩(3221)"
"1","元大","1285","1353"
"2","凱基","696","652"
"3","富邦","407","435"
"4","國泰綜合","397","375"
"5","永豐金","271","354"
"6","台新","285","217"
"7","中國信託證","190","199"
"8","新光","169","191"
"9","群益","193","162"
"10","華南永昌","128","193"
"30","群聯(8299)"
"1","元大","1140","796"
"2","美商高盛亞","253","884"
"3","凱基","521","567"
"4","富邦","257","478"
"5","摩根士丹利","342","177"
"6","群益","332","183"
"7","永豐金","260","184"
"8","摩根大通","112","309"
"9","台新","221","155"
"10","統一","191","157"
