115年03月30日 截至11:26止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"3","永豐金","618","633"
"4","富邦","550","524"
"5","群益","307","356"
"6","國泰綜合","296","272"
"7","元富","190","257"
"8","統一","219","200"
"9","華南永昌","204","209"
"10","兆豐","120","145"
"19","中美晶(5483)"
"1","元大","867","573"
"2","凱基","690","588"
"3","富邦","380","395"
"4","美商高盛亞","235","501"
"5","群益","207","513"
"6","美林證券","319","354"
"7","摩根士丹利","311","143"
"8","統一","258","131"
"9","永豐金","238","105"
"10","康和","63","278"
"20","威剛(3260)"
"1","凱基","466","951"
"2","元大","603","487"
"3","統一","546","469"
"4","富邦","642","247"
"5","美商高盛亞","184","624"
"6","摩根士丹利","276","295"
"7","群益","342","207"
"8","永豐金","256","176"
"9","兆豐","177","159"
"10","元富","203","130"
"21","群聯(8299)"
"1","元大","934","1192"
"2","凱基","666","766"
"3","富邦","338","362"
"4","國泰綜合","197","230"
"5","永豐金","180","247"
"6","美商高盛亞","133","230"
"7","群益","169","148"
"8","新光","168","139"
"9","美林證券","142","148"
"10","統一","135","128"
"22","萬泰科(6190)"
"1","元大","1048","983"
"2","凱基","293","732"
"3","群益","243","371"
"4","富邦","476","136"
"5","國泰綜合","301","175"
"6","永豐金","246","205"
"7","元富","294","71"
"8","美林證券","36","310"
"9","美商高盛亞","40","258"
"10","華南永昌","151","134"
"23","達航科技(4577)"
"1","元大","755","729"
"2","富邦","315","723"
"3","凱基","438","481"
"4","永豐金","288","311"
"5","兆豐","98","354"
"6","群益","175","231"
"7","國泰綜合","234","132"
"8","摩根大通","254","96"
"9","美商高盛亞","251","78"
"10","新光","99","182"
"24","宏捷科(8086)"
"1","元大","1393","645"
"2","凱基","419","503"
"3","星洲瑞銀","109","787"
"4","富邦","271","97"
"5","群益","129","218"
"6","康和","27","317"
"7","摩根士丹利","33","302"
"8","永豐金","224","93"
"9","美林證券","0","283"
"10","國泰綜合","205","61"
"25","元太(8069)"
"1","摩根士丹利","1112","449"
"2","元大","785","443"
"3","凱基","183","485"
"4","國泰綜合","113","458"
"5","永豐金","162","276"
"6","美商高盛亞","22","385"
"7","華南永昌","84","261"
"8","富邦","292","43"
"9","群益","206","114"
"10","港商野村","4","242"
"26","茂迪(6244)"
"1","元大","773","972"
"2","凱基","637","389"
"3","美商高盛亞","517","53"
"4","富邦","247","284"
"5","國泰綜合","166","239"
"6","群益","285","118"
"7","星洲瑞銀","157","186"
"8","永豐金","136","173"
"9","統一","33","206"
"10","摩根大通","102","134"
"27","長科*(6548)"
"1","元大","672","1084"
"2","凱基","635","579"
"3","新光","308","229"
"4","美商高盛亞","126","360"
"5","群益","336","117"
"6","富邦","196","154"
"7","國泰綜合","125","138"
"8","康和","151","112"
"9","永豐金","188","61"
"10","兆豐","174","58"
"28","聯光通(4903)"
"1","元大","905","1019"
"2","凱基","461","581"
"3","富邦","318","264"
"4","群益","136","214"
"5","港商野村","134","195"
"6","元富","217","73"
"7","永豐金","119","163"
"8","華南永昌","109","107"
"9","統一","89","120"
"10","美林證券","14","190"
"29","磐亞(4707)"
"1","元大","574","691"
"2","凱基","853","314"
"3","富邦","170","622"
"4","統一","469","88"
"5","群益","398","149"
"6","兆豐","198","262"
"7","玉山證券","76","227"
"8","永豐金","187","58"
"9","台新","94","113"
"10","華南永昌","22","178"
"30","良維(6290)"
"1","兆豐","146","1027"
"2","元大","752","358"
"3","凱基","482","507"
"4","國泰綜合","167","380"
"5","統一","213","192"
"6","永豐金","196","167"
"7","美商高盛亞","116","187"
"8","富邦","218","69"
"9","群益","172","91"
"10","華南永昌","112","147"
