115年03月30日 截至14:02止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"2","元大","2424","2122"
"3","永豐金","1221","440"
"4","富邦","852","604"
"5","群益","608","717"
"6","統一","450","467"
"7","國泰綜合","478","366"
"8","華南永昌","436","343"
"9","兆豐","285","320"
"10","台新","301","269"
"13","金居(8358)"
"1","元大","2092","2308"
"2","凱基","1458","1909"
"3","國泰綜合","827","858"
"4","群益","614","722"
"5","富邦","617","689"
"6","永豐金","514","791"
"7","港商野村","600","351"
"8","美商高盛亞","547","246"
"9","兆豐","509","195"
"10","摩根士丹利","381","229"
"14","世紀*(5314)"
"1","元大","1998","2148"
"2","凱基","1872","1275"
"3","富邦","912","711"
"4","群益","591","430"
"5","永豐金","494","527"
"6","華南永昌","502","500"
"7","國泰綜合","468","507"
"8","兆豐","385","507"
"9","元富","286","466"
"10","台新","268","355"
"15","泰谷(3339)"
"1","元大","2456","2237"
"2","凱基","1365","1604"
"3","富邦","659","765"
"4","群益","723","671"
"5","永豐金","642","594"
"6","華南永昌","576","343"
"7","國泰綜合","439","420"
"8","統一","380","420"
"9","元富","384","396"
"10","兆豐","420","264"
"16","欣銓(3264)"
"1","元大","1799","1884"
"2","富邦","1907","972"
"3","凱基","814","1298"
"4","永豐金","669","360"
"5","群益","416","484"
"6","國泰綜合","433","452"
"7","摩根士丹利","496","336"
"8","美商高盛亞","297","439"
"9","兆豐","359","329"
"10","華南永昌","188","469"
"17","台燿(6274)"
"1","元大","1961","1816"
"2","凱基","1207","1348"
"3","富邦","845","726"
"4","國泰綜合","767","559"
"5","永豐金","585","486"
"6","美商高盛亞","523","499"
"7","群益","461","426"
"8","星洲瑞銀","258","609"
"9","摩根士丹利","325","491"
"10","元富","286","324"
"18","長科*(6548)"
"1","凱基","1334","2296"
"2","元大","1696","1338"
"3","富邦","743","368"
"4","新光","542","445"
"5","群益","590","332"
"6","國泰綜合","402","404"
"7","永豐金","534","245"
"8","美商高盛亞","139","608"
"9","兆豐","346","274"
"10","華南永昌","368","239"
"19","東捷(8064)"
"1","元大","1900","1853"
"2","凱基","1013","1307"
"3","富邦","680","908"
"4","永豐金","335","1073"
"5","群益","312","603"
"6","星洲瑞銀","642","162"
"7","摩根士丹利","521","133"
"8","華南永昌","362","282"
"9","元富","308","298"
"10","玉山證券","251","319"
"20","威剛(3260)"
"1","凱基","841","1219"
"2","元大","1137","615"
"3","美商高盛亞","374","1347"
"4","富邦","1174","461"
"5","統一","847","728"
"6","摩根士丹利","340","964"
"7","永豐金","557","239"
"8","群益","498","286"
"9","港商野村","0","702"
"10","兆豐","323","245"
"21","元太(8069)"
"1","摩根士丹利","2253","937"
"2","元大","1163","833"
"3","永豐金","296","860"
"4","國泰綜合","171","941"
"5","凱基","558","534"
"6","富邦","795","128"
"7","美商高盛亞","117","688"
"8","法銀巴黎證","100","548"
"9","港商麥格理","237","389"
"10","群益","240","263"
"22","中美晶(5483)"
"1","凱基","1265","968"
"2","元大","1140","857"
"3","富邦","477","852"
"4","摩根士丹利","871","350"
"5","群益","253","851"
"6","美商高盛亞","288","603"
"7","美林證券","487","386"
"8","永豐金","327","166"
"9","統一","290","153"
"10","康和","93","285"
"23","聯寶(6821)"
"1","元大","1319","1402"
"2","凱基","1160","1385"
"3","永豐金","723","717"
"4","富邦","687","629"
"5","群益","363","409"
"6","國泰綜合","351","311"
"7","元富","227","302"
"8","華南永昌","245","262"
"9","統一","238","223"
"10","兆豐","179","185"
"24","群聯(8299)"
"1","元大","1417","1469"
"2","凱基","840","981"
"3","富邦","496","507"
"4","美商高盛亞","382","270"
"5","永豐金","224","360"
"6","國泰綜合","225","339"
"7","群益","220","252"
"8","星洲瑞銀","349","62"
"9","新光","194","201"
"10","華南永昌","128","247"
"25","萬泰科(6190)"
"1","元大","1534","1303"
"2","凱基","459","913"
"3","群益","537","473"
"4","富邦","623","305"
"5","國泰綜合","385","331"
"6","元富","377","264"
"7","永豐金","302","295"
"8","美商高盛亞","158","324"
"9","摩根士丹利","25","384"
"10","美林證券","36","365"
"26","茂迪(6244)"
"1","元大","1038","1363"
"2","凱基","886","601"
"3","美商高盛亞","958","118"
"4","富邦","322","542"
"5","國泰綜合","216","428"
"6","摩根大通","414","205"
"7","群益","331","233"
"8","摩根士丹利","437","78"
"9","星洲瑞銀","275","232"
"10","永豐金","190","309"
"27","宏捷科(8086)"
"1","元大","1710","1146"
"2","星洲瑞銀","480","834"
"3","凱基","582","643"
"4","摩根士丹利","607","348"
"5","富邦","372","241"
"6","群益","203","293"
"7","永豐金","261","194"
"8","國泰綜合","243","179"
"9","摩根大通","87","297"
"10","康和","34","337"
"28","邑昇(5291)"
"1","元大","1125","1201"
"2","凱基","1018","622"
"3","富邦","526","574"
"4","群益","361","394"
"5","永豐金","246","271"
"6","星洲瑞銀","422","91"
"7","元富","245","210"
"8","華南永昌","180","235"
"9","兆豐","159","247"
"10","國泰綜合","176","213"
"29","聯光通(4903)"
"1","元大","1326","1384"
"2","凱基","702","701"
"3","富邦","470","422"
"4","群益","282","419"
"5","元富","308","220"
"6","永豐金","205","287"
"7","華南永昌","185","199"
"8","港商野村","148","228"
"9","統一","167","164"
"10","兆豐","173","143"
"30","達航科技(4577)"
"1","元大","946","889"
"2","凱基","599","744"
"3","富邦","440","800"
"4","永豐金","394","355"
"5","群益","260","402"
"6","兆豐","132","445"
"7","摩根大通","318","171"
"8","國泰綜合","272","215"
"9","美商高盛亞","392","85"
"10","新光","139","214"
