115年04月01日 截至10:17止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"3","美商高盛亞","386","733"
"4","富邦","617","372"
"5","永豐金","624","351"
"6","國泰綜合","613","274"
"7","摩根士丹利","45","781"
"8","港商野村","53","761"
"9","兆豐","408","119"
"10","星洲瑞銀","104","361"
"8","台燿(6274)"
"1","元大","1351","1465"
"2","凱基","758","991"
"3","富邦","617","491"
"4","國泰綜合","545","397"
"5","群益","392","544"
"6","永豐金","344","383"
"7","摩根士丹利","415","257"
"8","兆豐","348","168"
"9","華南永昌","167","330"
"10","美商高盛亞","257","217"
"9","擎亞(8096)"
"1","元大","1321","1558"
"2","凱基","598","982"
"3","富邦","442","472"
"4","國泰綜合","605","301"
"5","群益","538","364"
"6","永豐金","323","572"
"7","星洲瑞銀","302","152"
"8","華南永昌","195","259"
"9","台新","195","229"
"10","統一","172","177"
"10","順達(3211)"
"1","元大","1025","1077"
"2","凱基","637","738"
"3","永豐金","363","382"
"4","群益","298","345"
"5","國泰綜合","474","122"
"6","富邦","391","178"
"7","元富","311","122"
"8","星洲瑞銀","12","420"
"9","統一","221","210"
"10","摩根士丹利","27","379"
"11","欣銓(3264)"
"1","元大","1025","1116"
"2","凱基","515","699"
"3","富邦","264","425"
"4","群益","299","257"
"5","統一","246","251"
"6","美商高盛亞","280","201"
"7","永豐金","244","236"
"8","國泰綜合","257","198"
"9","玉山證券","97","234"
"10","台新","202","109"
"12","台嘉碩(3221)"
"1","元大","1056","993"
"2","凱基","534","700"
"3","富邦","483","418"
"4","國泰綜合","329","457"
"5","群益","258","334"
"6","永豐金","178","265"
"7","華南永昌","212","186"
"8","元富","187","170"
"9","台新","148","159"
"10","美商高盛亞","161","146"
"13","世界(5347)"
"1","元大","840","560"
"2","凱基","552","502"
"3","美商高盛亞","130","886"
"4","群益","427","380"
"5","星洲瑞銀","158","442"
"6","摩根士丹利","53","533"
"7","富邦","365","194"
"8","國泰綜合","297","89"
"9","摩根大通","92","234"
"10","永豐金","247","71"
"14","華電網(6163)"
"1","凱基","1517","1036"
"2","元大","924","770"
"3","富邦","351","406"
"4","永豐金","327","250"
"5","新光","248","233"
"6","群益","149","237"
"7","國泰綜合","64","287"
"8","統一","202","148"
"9","台新","74","150"
"10","元富","65","150"
"15","聯光通(4903)"
"1","元大","880","942"
"2","凱基","359","416"
"3","元富","248","475"
"4","星洲瑞銀","249","287"
"5","富邦","206","254"
"6","永豐金","264","190"
"7","國票","238","175"
"8","群益","188","170"
"9","美商高盛亞","144","185"
"10","港商野村","123","205"
"16","德宏(5475)"
"1","富邦","876","349"
"2","元大","459","640"
"3","群益","561","148"
"4","凱基","365","317"
"5","永豐金","90","416"
"6","元富","159","257"
"7","國泰綜合","61","268"
"8","星洲瑞銀","298","16"
"9","美林證券","287","2"
"10","統一","103","125"
"17","鈦昇(8027)"
"1","元大","823","1370"
"2","凱基","1836","259"
"3","富邦","460","291"
"4","華南永昌","221","308"
"5","元富","152","185"
"6","康和","204","62"
"7","群益","37","202"
"8","永豐金","48","189"
"9","國泰綜合","44","108"
"10","台新","35","100"
"18","東捷(8064)"
"1","元大","730","635"
"2","凱基","269","829"
"3","富邦","394","394"
"4","國泰綜合","171","367"
"5","群益","376","158"
"6","星洲瑞銀","100","181"
"7","華南永昌","197","46"
"8","港商野村","74","167"
"9","永豐金","130","100"
"10","台新","120","93"
"19","同致(3552)"
"1","元大","822","992"
"2","凱基","333","454"
"3","群益","301","235"
"4","永豐金","190","226"
"5","富邦","211","189"
"6","國泰綜合","215","135"
"7","台新","84","143"
"8","元富","117","104"
"9","玉山證券","114","85"
"10","統一","73","123"
"20","聚和(6509)"
"1","元大","570","662"
"2","群益","410","196"
"3","新光","240","334"
"4","凱基","212","292"
"5","富邦","234","222"
"6","兆豐","267","125"
"7","元富","142","146"
"8","國泰綜合","160","117"
"9","永豐金","120","155"
"10","國票","111","125"
"21","佰研(3205)"
"1","元大","686","768"
"2","凱基","316","492"
"3","元富","115","355"
"4","富邦","298","141"
"5","統一","43","385"
"6","永豐金","166","115"
"7","群益","120","160"
"8","國泰綜合","138","51"
"9","台新","117","71"
"10","兆豐","107","80"
"22","泓瀚(4741)"
"1","元大","635","620"
"2","凱基","662","539"
"3","富邦","200","216"
"4","永豐金","172","232"
"5","群益","141","203"
"6","華南永昌","136","182"
"7","國泰綜合","162","129"
"8","元富","115","96"
"9","兆豐","88","90"
"10","統一","74","75"
"23","宏捷科(8086)"
"1","元大","542","988"
"2","凱基","255","303"
"3","星洲瑞銀","433","16"
"4","摩根大通","373","13"
"5","摩根士丹利","197","72"
"6","富邦","92","144"
"7","國泰綜合","99","128"
"8","永豐金","65","136"
"9","統一","122","54"
"10","群益","99","72"
"24","邑昇(5291)"
"1","元大","765","750"
"2","凱基","217","409"
"3","群益","136","281"
"4","富邦","170","221"
"5","永豐金","115","216"
"6","國泰綜合","136","112"
"7","統一","137","63"
"8","摩根大通","98","52"
"9","元富","80","46"
"10","兆豐","83","41"
"25","群翊(6664)"
"1","凱基","527","314"
"2","元大","363","458"
"3","港商野村","285","61"
"4","永豐金","160","151"
"5","富邦","60","224"
"6","元富","49","207"
"7","兆豐","140","98"
"8","群益","107","109"
"9","第一金證券","13","201"
"10","統一","74","67"
"26","榮田(7709)"
"1","元大","527","392"
"2","凱基","218","565"
"3","富邦","212","395"
"4","國泰綜合","213","97"
"5","群益","144","118"
"6","台新","150","107"
"7","永豐金","150","100"
"8","兆豐","104","102"
"9","元富","102","47"
"10","摩根大通","71","61"
"27","合晶(6182)"
"1","元大","625","569"
"2","摩根士丹利","0","515"
"3","凱基","206","244"
"4","美商高盛亞","100","346"
"5","群益","132","206"
"6","富邦","215","94"
"7","永豐金","105","75"
"8","兆豐","112","49"
"9","星洲瑞銀","41","106"
"10","華南永昌","135","10"
"28","良維(6290)"
"1","凱基","395","596"
"2","元大","480","259"
"3","華南永昌","105","282"
"4","永豐金","96","246"
"5","富邦","157","119"
"6","兆豐","164","48"
"7","群益","46","138"
"8","美商高盛亞","103","62"
"9","美林證券","142","22"
"10","臺銀證券","91","69"
"29","建榮(5340)"
"1","元大","406","411"
"2","凱基","388","220"
"3","國泰綜合","171","223"
"4","富邦","123","177"
"5","星洲瑞銀","140","111"
"6","永豐金","119","129"
"7","群益","93","120"
"8","摩根大通","200","7"
"9","台新","71","110"
"10","華南永昌","72","105"
"30","碩網(7547)"
"1","台新","776","784"
"2","富邦","884","648"
"3","元大","193","331"
"4","元富","97","137"
"5","凱基","102","100"
"6","港商野村","119","14"
"7","永豐金","46","70"
"8","新光","39","49"
"9","群益","22","38"
"10","統一","11","25"
