115年04月01日 截至14:02止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"2","凱基","1208","1367"
"3","群益","783","549"
"4","國泰綜合","748","566"
"5","富邦","741","514"
"6","永豐金","654","595"
"7","華南永昌","466","413"
"8","元富","517","288"
"9","統一","401","350"
"10","星洲瑞銀","206","513"
"14","聚和(6509)"
"1","元大","1752","1415"
"2","凱基","1016","1488"
"3","新光","738","968"
"4","富邦","783","806"
"5","群益","758","648"
"6","兆豐","547","566"
"7","永豐金","491","403"
"8","國泰綜合","448","375"
"9","元富","452","324"
"10","華南永昌","362","342"
"15","中美晶(5483)"
"1","元大","1627","966"
"2","凱基","748","1753"
"3","台新","541","1085"
"4","摩根士丹利","90","1412"
"5","富邦","946","387"
"6","美商高盛亞","315","767"
"7","中國信託證","324","725"
"8","星洲瑞銀","238","465"
"9","群益","438","251"
"10","永豐金","504","172"
"16","華電網(6163)"
"1","凱基","2045","1477"
"2","元大","1293","1416"
"3","永豐金","1111","502"
"4","富邦","552","604"
"5","群益","318","451"
"6","新光","338","382"
"7","國泰綜合","154","481"
"8","國票","175","345"
"9","統一","259","209"
"10","元富","169","244"
"17","聯光通(4903)"
"1","元大","1811","1547"
"2","凱基","698","910"
"3","元富","399","750"
"4","富邦","468","495"
"5","群益","441","348"
"6","永豐金","448","339"
"7","星洲瑞銀","350","364"
"8","國票","293","257"
"9","玉山證券","269","222"
"10","華南永昌","251","240"
"18","德宏(5475)"
"1","元大","1395","1108"
"2","富邦","1308","498"
"3","高橋","3","1078"
"4","群益","780","190"
"5","永豐金","349","570"
"6","凱基","494","403"
"7","元富","166","349"
"8","國泰綜合","71","415"
"9","星洲瑞銀","422","50"
"10","摩根大通","293","32"
"19","東捷(8064)"
"1","元大","1311","1038"
"2","凱基","668","1095"
"3","富邦","593","540"
"4","群益","621","238"
"5","國泰綜合","256","517"
"6","星洲瑞銀","204","337"
"7","永豐金","295","152"
"8","摩根士丹利","42","401"
"9","新光","220","218"
"10","摩根大通","116","291"
"20","凱崴(5498)"
"1","元大","1033","1304"
"2","凱基","738","681"
"3","富邦","519","605"
"4","國泰綜合","619","377"
"5","永豐金","329","343"
"6","群益","306","263"
"7","統一","226","219"
"8","美商高盛亞","238","185"
"9","台新","147","229"
"10","元富","168","183"
"21","合晶(6182)"
"1","元大","1358","1136"
"2","美商高盛亞","673","699"
"3","摩根士丹利","0","1193"
"4","凱基","407","698"
"5","富邦","479","259"
"6","群益","405","284"
"7","永豐金","386","275"
"8","華南永昌","242","158"
"9","國泰綜合","211","180"
"10","兆豐","192","103"
"22","泰谷(3339)"
"1","元大","1133","1033"
"2","凱基","600","836"
"3","富邦","440","349"
"4","群益","407","321"
"5","國泰綜合","414","286"
"6","永豐金","314","374"
"7","元富","217","193"
"8","華南永昌","151","230"
"9","台新","153","226"
"10","國票","71","282"
"23","泓瀚(4741)"
"1","元大","1175","1128"
"2","凱基","1169","855"
"3","富邦","454","433"
"4","永豐金","352","344"
"5","群益","295","354"
"6","國泰綜合","273","369"
"7","華南永昌","255","232"
"8","兆豐","197","187"
"9","美好","35","347"
"10","統一","153","166"
"24","威剛(3260)"
"1","富邦","708","612"
"2","元大","761","514"
"3","凱基","753","521"
"4","統一","464","375"
"5","摩根士丹利","371","301"
"6","永豐金","369","294"
"7","華南永昌","266","235"
"8","美商高盛亞","98","402"
"9","群益","191","254"
"10","元富","226","199"
"25","同致(3552)"
"1","元大","1271","1710"
"2","凱基","534","650"
"3","群益","429","333"
"4","富邦","413","313"
"5","永豐金","332","285"
"6","國泰綜合","290","215"
"7","元富","197","187"
"8","玉山證券","185","149"
"9","統一","160","171"
"10","華南永昌","212","94"
"26","邑昇(5291)"
"1","元大","1305","1245"
"2","凱基","467","703"
"3","富邦","505","429"
"4","群益","357","391"
"5","永豐金","306","322"
"6","國泰綜合","230","231"
"7","統一","280","154"
"8","摩根大通","121","186"
"9","華南永昌","143","124"
"10","美商高盛亞","68","186"
"27","長科*(6548)"
"1","元大","733","743"
"2","富邦","549","369"
"3","凱基","440","433"
"4","新光","425","376"
"5","國泰綜合","153","355"
"6","摩根士丹利","135","360"
"7","群益","239","214"
"8","美商高盛亞","222","193"
"9","華南永昌","171","203"
"10","星洲瑞銀","138","225"
"28","群聯(8299)"
"1","元大","1012","841"
"2","凱基","621","463"
"3","富邦","647","367"
"4","永豐金","362","325"
"5","美商高盛亞","126","526"
"6","統一","271","163"
"7","摩根大通","257","161"
"8","國泰綜合","157","241"
"9","國票","295","75"
"10","群益","147","209"
"29","良維(6290)"
"1","凱基","747","970"
"2","元大","789","525"
"3","華南永昌","388","388"
"4","摩根士丹利","161","480"
"5","統一","108","404"
"6","美商高盛亞","284","223"
"7","永豐金","180","321"
"8","富邦","270","177"
"9","美林證券","235","200"
"10","群益","136","176"
"30","佰研(3205)"
"1","元大","1123","1292"
"2","凱基","479","654"
"3","富邦","454","287"
"4","統一","155","437"
"5","元富","169","423"
"6","群益","270","199"
"7","永豐金","239","220"
"8","台新","201","154"
"9","兆豐","170","150"
"10","國泰綜合","180","117"
