主鍵,交易日期,時間,股票代號,股票名稱,股票排名,累計買進張數,累計賣出張數,累計買賣超,時段買進張數,時段賣出張數,時段買賣超,時段買超,時段買超差,時段賣超,時段賣超差,時段買超家數,時段賣超家數,買超率,賣超率
2026/1/20-11-5475,2026/1/20,11,5475,德宏,28,5716,6285,-569,5716,6285,-569,1248,,1817,,6,4,0.20,0.32
2026/1/20-11-8933,2026/1/20,11,8933,愛地雅,29,5567,6760,-1193,5567,6760,-1193,1563,,2756,,5,5,0.23,0.50
2026/1/20-11-8086,2026/1/20,11,8086,宏捷科,30,5880,5600,280,5880,5600,280,1560,,1280,,4,6,0.28,0.22
2026/1/20-12-1815,2026/1/20,12,1815,富喬,1,166033,181068,-15035,24295,26793,-2498,2968,-8680,5466,-18719,1,9,0.11,0.22
2026/1/20-12-5328,2026/1/20,12,5328,華容,2,37380,39805,-2425,3731,3457,274,834,-2070,560,-5043,5,5,0.24,0.15
2026/1/20-12-6217,2026/1/20,12,6217,中探針,3,33948,31920,2028,11251,9206,2045,4426,2379,2381,337,5,5,0.48,0.21
2026/1/20-12-5347,2026/1/20,12,5347,世界,4,27101,28845,-1744,7087,7673,-586,4373,-2002,4959,-2340,5,5,0.57,0.70
2026/1/20-12-3264,2026/1/20,12,3264,欣銓,5,24255,26760,-2505,5679,8409,-2730,1414,-2830,4144,-1073,4,6,0.17,0.73
2026/1/20-12-4979,2026/1/20,12,4979,華星光,6,19498,19188,310,324,204,120,303,-2105,183,-2035,1,7,1.49,0.56
2026/1/20-12-6182,2026/1/20,12,6182,合晶,7,20097,19506,591,2440,1929,511,606,-1368,95,-1799,6,4,0.31,0.04
2026/1/20-12-5371,2026/1/20,12,5371,中光電,8,16339,15714,625,2727,2823,-96,380,-669,476,183,4,6,0.13,0.17
2026/1/20-12-4939,2026/1/20,12,4939,亞電,9,18110,16675,1435,559,386,173,335,-2331,162,-1242,4,6,0.87,0.29
2026/1/20-12-8088,2026/1/20,12,8088,品安,10,16455,18456,-2001,1656,1666,-10,483,-1231,493,-3212,7,3,0.29,0.30
2026/1/20-12-5498,2026/1/20,12,5498,凱崴,11,12911,13897,-986,1262,1375,-113,148,-2460,261,-3220,4,5,0.11,0.21
2026/1/20-12-5340,2026/1/20,12,5340,建榮,12,15295,14741,554,1809,1246,563,1327,-833,764,-1405,4,5,1.07,0.42
2026/1/20-12-3105,2026/1/20,12,3105,穩懋,13,13094,12911,183,1676,1339,337,449,-727,112,-1218,5,5,0.34,0.07
2026/1/20-12-5309,2026/1/20,12,5309,系統電,14,12162,13151,-989,1068,1138,-70,161,-1474,231,-2323,7,3,0.14,0.22
2026/1/20-12-6265,2026/1/20,12,6265,方土昶,15,12804,12478,326,1160,1751,-591,362,-1483,953,-116,8,2,0.21,0.82
2026/1/20-12-6163,2026/1/20,12,6163,華電網,16,11711,12379,-668,1834,1648,186,480,-270,294,-1136,5,5,0.29,0.16
2026/1/20-12-3707,2026/1/20,12,3707,漢磊,17,10370,10492,-122,2223,2504,-281,474,17,755,109,4,6,0.19,0.34
2026/1/20-12-5381,2026/1/20,12,5381,合正,18,11058,9981,1077,212,126,86,173,-2150,87,-1245,2,7,1.37,0.41
2026/1/20-12-6548,2026/1/20,12,6548,長科*,19,8321,8537,-216,840,924,-84,363,-1454,447,-1502,5,5,0.39,0.53
2026/1/20-12-6127,2026/1/20,12,6127,九豪,20,8830,9527,-697,1546,1770,-224,351,86,575,-148,6,4,0.20,0.37
2026/1/20-12-6173,2026/1/20,12,6173,信昌電,21,7396,7982,-586,2086,2152,-66,510,-224,576,-516,4,6,0.24,0.28
2026/1/20-12-8086,2026/1/20,12,8086,宏捷科,22,8483,7882,601,2603,2282,321,492,-1068,171,-1109,7,3,0.22,0.07
2026/1/20-12-4973,2026/1/20,12,4973,廣穎,23,7902,7943,-41,1063,987,76,153,-821,77,-1346,7,3,0.16,0.07
2026/1/20-12-6244,2026/1/20,12,6244,茂迪,24,7432,7736,-304,1335,1448,-113,194,-229,307,-395,5,5,0.13,0.23
2026/1/20-12-3372,2026/1/20,12,3372,典範,25,6740,6969,-229,1258,888,370,555,-28,185,-897,4,6,0.62,0.15
2026/1/20-12-5475,2026/1/20,12,5475,德宏,26,6867,7368,-501,1433,1277,156,382,-866,226,-1591,6,4,0.30,0.16
2026/1/20-12-8034,2026/1/20,12,8034,榮群,27,6786,6542,244,310,217,93,154,-973,61,-915,4,6,0.71,0.20
2026/1/20-12-4971,2026/1/20,12,4971,IET-KY,28,6596,6363,233,625,612,13,116,-773,103,-546,4,5,0.19,0.16
2026/1/20-12-6122,2026/1/20,12,6122,擎邦,29,6427,6264,163,299,287,12,88,-904,76,-765,4,6,0.31,0.25
2026/1/20-12-5483,2026/1/20,12,5483,中美晶,30,5662,5972,-310,5662,5972,-310,1490,,1800,,5,5,0.25,0.32
2026/1/20-13-1815,2026/1/20,13,1815,富喬,1,189587,210262,-20675,23554,29194,-5640,6267,3299,11907,6441,2,8,0.21,0.51
2026/1/20-13-5328,2026/1/20,13,5328,華容,2,40693,43430,-2737,3313,3625,-312,704,-130,1016,456,4,6,0.19,0.31
2026/1/20-13-5347,2026/1/20,13,5347,世界,3,34993,36836,-1843,10306,8326,1980,6502,2129,4522,-437,4,6,0.78,0.44
2026/1/20-13-6217,2026/1/20,13,6217,中探針,4,34685,32547,2138,737,627,110,576,-3850,466,-1915,2,7,0.92,0.63
2026/1/20-13-3264,2026/1/20,13,3264,欣銓,5,28392,31130,-2738,4137,4370,-233,1496,82,1729,-2415,4,6,0.34,0.42
2026/1/20-13-6182,2026/1/20,13,6182,合晶,6,28767,28634,133,9285,9859,-574,1512,906,2086,1991,7,3,0.15,0.22
2026/1/20-13-3105,2026/1/20,13,3105,穩懋,7,22061,20647,1414,9705,8133,1572,3078,2629,1506,1394,6,4,0.38,0.16
2026/1/20-13-6548,2026/1/20,13,6548,長科*,8,19873,19503,370,13568,12140,1428,2894,2531,1466,1019,6,4,0.24,0.11
2026/1/20-13-8088,2026/1/20,13,8088,品安,9,19562,21647,-2085,3107,3191,-84,1069,586,1153,660,5,5,0.34,0.37
2026/1/20-13-5371,2026/1/20,13,5371,中光電,10,19238,18573,665,3535,3634,-99,611,231,710,234,4,6,0.17,0.20
2026/1/20-13-4979,2026/1/20,13,4979,華星光,11,19997,19167,830,1245,821,424,547,244,123,-60,2,8,0.67,0.10
2026/1/20-13-3707,2026/1/20,13,3707,漢磊,12,19183,18648,535,8841,8179,662,1828,1354,1166,411,4,6,0.22,0.13
2026/1/20-13-5498,2026/1/20,13,5498,凱崴,13,17438,16153,1285,4585,3682,903,1174,1026,271,10,6,3,0.32,0.06
2026/1/20-13-4939,2026/1/20,13,4939,亞電,14,18799,17235,1564,689,560,129,511,176,382,220,2,8,0.91,0.55
2026/1/20-13-5309,2026/1/20,13,5309,系統電,15,15626,16688,-1062,3464,3537,-73,495,334,568,337,7,3,0.14,0.16
2026/1/20-13-6265,2026/1/20,13,6265,方土昶,16,15928,15357,571,3127,3830,-703,480,118,1183,230,5,5,0.13,0.38
2026/1/20-13-5340,2026/1/20,13,5340,建榮,17,16385,15368,1017,1330,1223,107,789,-538,682,-82,3,5,0.65,0.51
2026/1/20-13-6163,2026/1/20,13,6163,華電網,18,14304,14851,-547,3200,2798,402,797,317,395,101,7,3,0.28,0.12
2026/1/20-13-5425,2026/1/20,13,5425,台半,19,10424,11044,-620,10424,11044,-620,649,,1269,,4,6,0.06,0.12
2026/1/20-13-6127,2026/1/20,13,6127,九豪,20,11083,11014,69,2319,1512,807,1249,898,442,-133,6,4,0.83,0.19
2026/1/20-13-5381,2026/1/20,13,5381,合正,21,11714,11359,355,1167,1607,-440,747,574,1187,1100,4,6,0.46,1.02
2026/1/20-13-6244,2026/1/20,13,6244,茂迪,22,10269,10368,-99,2909,2607,302,973,779,671,364,4,6,0.37,0.23
2026/1/20-13-6173,2026/1/20,13,6173,信昌電,23,9709,9883,-174,2524,1875,649,780,270,131,-445,7,3,0.42,0.05
2026/1/20-13-4973,2026/1/20,13,4973,廣穎,24,9282,9287,-5,1380,1344,36,343,190,307,230,5,5,0.26,0.22
2026/1/20-13-5483,2026/1/20,13,5483,中美晶,25,8114,9029,-915,3001,3420,-419,1186,-304,1605,-195,5,5,0.35,0.53
2026/1/20-13-8086,2026/1/20,13,8086,宏捷科,26,9273,8625,648,790,743,47,213,-279,166,-5,1,8,0.29,0.21
2026/1/20-13-5475,2026/1/20,13,5475,德宏,27,8061,8446,-385,1194,1078,116,369,-13,253,27,6,4,0.34,0.21
2026/1/20-13-3372,2026/1/20,13,3372,典範,28,7528,7710,-182,1044,1020,24,226,-329,202,17,4,6,0.22,0.19
2026/1/20-13-4971,2026/1/20,13,4971,IET-KY,29,8093,7782,311,1517,1442,75,578,462,503,400,4,6,0.40,0.33
2026/1/20-13-8034,2026/1/20,13,8034,榮群,30,7663,7404,259,877,862,15,161,7,146,85,7,3,0.19,0.17
2026/1/21-10-1815,2026/1/21,10,1815,富喬,1,45522,46819,-1297,45522,46819,-1297,3535,,4832,,5,5,0.08,0.11
2026/1/21-10-6182,2026/1/21,10,6182,合晶,2,33527,33629,-102,33527,33629,-102,2371,,2473,,4,6,0.07,0.07
2026/1/21-10-5340,2026/1/21,10,5340,建榮,3,31208,33238,-2030,31208,33238,-2030,3943,,5973,,5,5,0.12,0.19
2026/1/21-10-3707,2026/1/21,10,3707,漢磊,4,27550,23466,4084,27550,23466,4084,6056,,1972,,6,4,0.26,0.07
2026/1/21-10-4979,2026/1/21,10,4979,華星光,5,22266,21521,745,22266,21521,745,2254,,1509,,7,3,0.10,0.07
2026/1/21-10-5347,2026/1/21,10,5347,世界,6,17313,18109,-796,17313,18109,-796,1870,,2666,,4,6,0.10,0.15
2026/1/21-10-6217,2026/1/21,10,6217,中探針,7,17838,19417,-1579,17838,19417,-1579,2968,,4547,,6,4,0.15,0.25
2026/1/21-10-3105,2026/1/21,10,3105,穩懋,8,16353,17022,-669,16353,17022,-669,1291,,1960,,4,6,0.08,0.12
2026/1/21-10-6548,2026/1/21,10,6548,長科*,9,12068,11638,430,12068,11638,430,1675,,1245,,6,4,0.14,0.10
2026/1/21-10-5351,2026/1/21,10,5351,鈺創,10,10965,11827,-862,10965,11827,-862,2813,,3675,,5,5,0.24,0.34
2026/1/21-10-4939,2026/1/21,10,4939,亞電,11,11743,11740,3,11743,11740,3,2057,,2054,,6,4,0.18,0.17
2026/1/21-10-5381,2026/1/21,10,5381,合正,12,10396,11012,-616,10396,11012,-616,1250,,1866,,6,4,0.11,0.18
2026/1/21-10-5371,2026/1/21,10,5371,中光電,13,9443,8831,612,9443,8831,612,2115,,1503,,4,6,0.24,0.16
2026/1/21-10-3264,2026/1/21,10,3264,欣銓,14,7107,7286,-179,7107,7286,-179,1668,,1847,,6,4,0.23,0.26
2026/1/21-10-5483,2026/1/21,10,5483,中美晶,15,7148,6678,470,7148,6678,470,1753,,1283,,3,7,0.26,0.18
2026/1/21-10-4533,2026/1/21,10,4533,協易機,16,7934,6720,1214,7934,6720,1214,3623,,2409,,2,8,0.54,0.30
2026/1/21-10-8086,2026/1/21,10,8086,宏捷科,17,5718,6274,-556,5718,6274,-556,717,,1273,,5,5,0.11,0.22
2026/1/21-10-3081,2026/1/21,10,3081,聯亞,18,5892,6316,-424,5892,6316,-424,1091,,1515,,4,6,0.17,0.26
2026/1/21-10-3663,2026/1/21,10,3663,鑫科,19,5974,6033,-59,5974,6033,-59,387,,446,,4,6,0.06,0.07
2026/1/21-10-6265,2026/1/21,10,6265,方土昶,20,6009,5915,94,6009,5915,94,668,,574,,5,5,0.11,0.10
2026/1/21-10-3317,2026/1/21,10,3317,尼克森,21,5800,5369,431,5800,5369,431,865,,434,,7,3,0.16,0.07
2026/1/21-10-5498,2026/1/21,10,5498,凱崴,22,5267,5342,-75,5267,5342,-75,515,,590,,7,3,0.10,0.11
2026/1/21-10-5425,2026/1/21,10,5425,台半,23,4971,5270,-299,4971,5270,-299,801,,1100,,3,7,0.15,0.22
2026/1/21-10-8088,2026/1/21,10,8088,品安,24,4452,4718,-266,4452,4718,-266,549,,815,,4,6,0.12,0.18
2026/1/21-10-8299,2026/1/21,10,8299,群聯,25,4850,4350,500,4850,4350,500,957,,457,,6,4,0.22,0.09
2026/1/21-10-5309,2026/1/21,10,5309,系統電,26,4253,4407,-154,4253,4407,-154,1112,,1266,,5,5,0.25,0.30
2026/1/21-10-4971,2026/1/21,10,4971,IET-KY,27,4237,4566,-329,4237,4566,-329,642,,971,,5,5,0.14,0.23
2026/1/21-10-6244,2026/1/21,10,6244,茂迪,28,4133,4010,123,4133,4010,123,1010,,887,,8,2,0.25,0.21
2026/1/21-10-4973,2026/1/21,10,4973,廣穎,29,4011,4194,-183,4011,4194,-183,705,,888,,4,6,0.17,0.22
2026/1/21-10-3374,2026/1/21,10,3374,精材,30,3583,4063,-480,3583,4063,-480,924,,1404,,7,3,0.23,0.39
2026/1/21-11-1815,2026/1/21,11,1815,富喬,1,57723,56885,838,14154,12196,1958,4213,678,2255,-2577,5,5,0.35,0.16
2026/1/21-11-6182,2026/1/21,11,6182,合晶,2,44113,43591,522,11826,11462,364,1349,-1022,985,-1488,6,4,0.12,0.08
2026/1/21-11-3707,2026/1/21,11,3707,漢磊,3,39564,37491,2073,12014,14025,-2011,1310,-4746,3321,1349,6,4,0.09,0.28
2026/1/21-11-5340,2026/1/21,11,5340,建榮,4,35483,37572,-2089,4275,4334,-59,535,-3408,594,-5379,4,6,0.12,0.14
2026/1/21-11-4979,2026/1/21,11,4979,華星光,5,27223,27784,-561,5943,6931,-988,654,-1600,1642,133,4,6,0.09,0.28
2026/1/21-11-5347,2026/1/21,11,5347,世界,6,25205,26657,-1452,8523,9350,-827,2022,152,2849,183,5,4,0.22,0.33
2026/1/21-11-4939,2026/1/21,11,4939,亞電,7,22793,24150,-1357,11630,12572,-942,1971,-86,2913,859,7,3,0.16,0.25
2026/1/21-11-3105,2026/1/21,11,3105,穩懋,8,21086,22005,-919,5425,5506,-81,993,-298,1074,-886,4,6,0.18,0.20
2026/1/21-11-6217,2026/1/21,11,6217,中探針,9,20793,22225,-1432,2955,2808,147,1110,-1858,963,-3584,3,7,0.40,0.33
2026/1/21-11-5371,2026/1/21,11,5371,中光電,10,18010,18307,-297,9360,9699,-339,1114,-1001,1453,-50,7,3,0.11,0.16
2026/1/21-11-5351,2026/1/21,11,5351,鈺創,11,15848,17702,-1854,5334,6341,-1007,727,-2086,1734,-1941,5,5,0.11,0.33
2026/1/21-11-6548,2026/1/21,11,6548,長科*,12,16607,16373,234,5089,5475,-386,1134,-541,1520,275,6,4,0.21,0.30
2026/1/21-11-3264,2026/1/21,11,3264,欣銓,13,13485,14044,-559,7039,7478,-439,547,-1121,986,-861,5,5,0.07,0.14
2026/1/21-11-5381,2026/1/21,11,5381,合正,14,13204,13984,-780,3295,3280,15,545,-705,530,-1336,6,4,0.17,0.16
2026/1/21-11-8086,2026/1/21,11,8086,宏捷科,15,8363,8522,-159,2899,2665,234,470,-247,236,-1037,5,5,0.18,0.08
2026/1/21-11-5483,2026/1/21,11,5483,中美晶,16,9093,8676,417,1945,1998,-53,888,-865,941,-342,8,2,0.44,0.48
2026/1/21-11-6265,2026/1/21,11,6265,方土昶,17,7944,7747,197,1935,1832,103,467,-201,364,-210,5,5,0.25,0.19
2026/1/21-11-8088,2026/1/21,11,8088,品安,18,7124,7610,-486,3024,3535,-511,154,-395,665,-150,2,8,0.04,0.22
2026/1/21-11-8299,2026/1/21,11,8299,群聯,19,7753,7069,684,2951,3087,-136,443,-514,579,122,5,5,0.14,0.20
2026/1/21-11-3081,2026/1/21,11,3081,聯亞,20,6997,7577,-580,1352,1554,-202,121,-970,323,-1192,2,8,0.08,0.24
2026/1/21-11-5498,2026/1/21,11,5498,凱崴,21,7206,7373,-167,1939,2031,-92,186,-329,278,-312,6,4,0.09,0.14
2026/1/21-11-5425,2026/1/21,11,5425,台半,22,7427,7317,110,2571,2298,273,638,-163,365,-735,5,5,0.28,0.14
2026/1/21-11-4533,2026/1/21,11,4533,協易機,23,8631,7232,1399,697,512,185,664,-2959,479,-1930,1,9,1.30,0.69
2026/1/21-11-3663,2026/1/21,11,3663,鑫科,24,6832,7131,-299,1120,1378,-258,58,-329,316,-130,4,6,0.04,0.28
2026/1/21-11-3317,2026/1/21,11,3317,尼克森,25,7113,6674,439,1313,1305,8,207,-658,199,-235,4,5,0.16,0.15
2026/1/21-11-5309,2026/1/21,11,5309,系統電,26,5962,6124,-162,1947,1847,100,503,-609,403,-863,5,5,0.27,0.21
2026/1/21-11-3374,2026/1/21,11,3374,精材,27,5431,6380,-949,2205,2601,-396,643,-281,1039,-365,7,3,0.25,0.47
2026/1/21-11-6244,2026/1/21,11,6244,茂迪,28,5961,5823,138,2019,1919,100,549,-461,449,-438,6,4,0.29,0.22
2026/1/21-11-4971,2026/1/21,11,4971,IET-KY,29,5437,5889,-452,1380,1459,-79,227,-415,306,-665,4,6,0.16,0.22
2026/1/21-11-4973,2026/1/21,11,4973,廣穎,30,5288,5580,-292,1454,1474,-20,151,-554,171,-717,4,6,0.10,0.12
2026/1/21-12-1815,2026/1/21,12,1815,富喬,1,63982,62802,1180,6259,5917,342,1030,-3183,688,-1567,6,4,0.17,0.11
2026/1/21-12-6182,2026/1/21,12,6182,合晶,2,48617,47773,844,4504,4182,322,1125,-224,803,-182,5,5,0.27,0.18
2026/1/21-12-3707,2026/1/21,12,3707,漢磊,3,50470,47997,2473,10906,10506,400,2392,1082,1992,-1329,5,5,0.23,0.18
2026/1/21-12-5340,2026/1/21,12,5340,建榮,4,37860,39534,-1674,2377,1962,415,483,-52,68,-526,8,2,0.25,0.03
2026/1/21-12-5347,2026/1/21,12,5347,世界,5,28050,30161,-2111,2979,3835,-856,812,-1210,1668,-1181,5,5,0.21,0.56
2026/1/21-12-4979,2026/1/21,12,4979,華星光,6,29486,30031,-545,2263,2247,16,758,104,742,-900,4,6,0.34,0.33
2026/1/21-12-4939,2026/1/21,12,4939,亞電,7,27411,28068,-657,5485,4575,910,1568,-403,658,-2255,6,4,0.34,0.12
2026/1/21-12-6217,2026/1/21,12,6217,中探針,8,24275,25910,-1635,3482,3685,-203,791,-319,994,31,6,4,0.21,0.29
2026/1/21-12-3105,2026/1/21,12,3105,穩懋,9,22841,23812,-971,1909,2030,-121,185,-808,306,-768,5,5,0.09,0.16
2026/1/21-12-5371,2026/1/21,12,5371,中光電,10,19976,20549,-573,1966,2242,-276,305,-809,581,-872,4,6,0.14,0.30
2026/1/21-12-5351,2026/1/21,12,5351,鈺創,11,17429,19123,-1694,1581,1421,160,607,-120,447,-1287,6,4,0.43,0.28
2026/1/21-12-6548,2026/1/21,12,6548,長科*,12,18106,18265,-159,1728,1871,-143,339,-795,482,-1038,3,7,0.18,0.28
2026/1/21-12-3264,2026/1/21,12,3264,欣銓,13,17182,18001,-819,3697,3957,-260,840,293,1100,114,4,6,0.21,0.30
2026/1/21-12-5381,2026/1/21,12,5381,合正,14,15887,17157,-1270,2683,3173,-490,275,-270,765,235,6,4,0.09,0.29
2026/1/21-12-5483,2026/1/21,12,5483,中美晶,15,9759,9259,500,666,583,83,350,-538,267,-674,6,4,0.60,0.40
2026/1/21-12-8086,2026/1/21,12,8086,宏捷科,16,8899,9085,-186,536,563,-27,247,-223,274,38,8,2,0.44,0.51
2026/1/21-12-6265,2026/1/21,12,6265,方土昶,17,8407,8297,110,463,550,-87,127,-340,214,-150,2,7,0.23,0.46
2026/1/21-12-8088,2026/1/21,12,8088,品安,18,7601,8180,-579,477,570,-93,62,-92,155,-510,4,6,0.11,0.32
2026/1/21-12-5498,2026/1/21,12,5498,凱崴,19,7974,8341,-367,768,968,-200,264,78,464,186,3,7,0.27,0.60
2026/1/21-12-8299,2026/1/21,12,8299,群聯,20,8040,8035,5,709,1209,-500,232,-211,732,153,7,3,0.19,1.03
2026/1/21-12-3317,2026/1/21,12,3317,尼克森,21,8187,7710,477,1074,1036,38,286,79,248,49,7,3,0.28,0.23
2026/1/21-12-5425,2026/1/21,12,5425,台半,22,8053,7977,76,626,660,-34,128,-510,162,-203,4,6,0.19,0.26
2026/1/21-12-3081,2026/1/21,12,3081,聯亞,23,7436,8044,-608,904,667,237,498,377,261,-62,5,5,0.75,0.29
2026/1/21-12-3663,2026/1/21,12,3663,鑫科,24,7351,7497,-146,579,397,182,255,197,73,-243,8,2,0.64,0.13
2026/1/21-12-4533,2026/1/21,12,4533,協易機,25,8827,7368,1459,196,136,60,189,-475,129,-350,1,9,1.39,0.66
2026/1/21-12-6274,2026/1/21,12,6274,台燿,26,7283,6897,386,7283,6897,386,2897,,2511,,4,6,0.42,0.34
2026/1/21-12-5309,2026/1/21,12,5309,系統電,27,6879,6781,98,917,657,260,350,-153,90,-313,7,3,0.53,0.10
2026/1/21-12-3374,2026/1/21,12,3374,精材,28,6198,7327,-1129,767,947,-180,269,-374,449,-590,7,3,0.28,0.59
2026/1/21-12-6244,2026/1/21,12,6244,茂迪,29,6643,6433,210,682,610,72,220,-329,148,-301,5,5,0.36,0.22
2026/1/21-12-4971,2026/1/21,12,4971,IET-KY,30,5868,6051,-183,552,439,113,148,-79,35,-271,6,4,0.34,0.06
2026/1/21-13-1815,2026/1/21,13,1815,富喬,1,84733,85961,-1228,21713,23499,-1786,3741,2711,5527,4839,3,7,0.16,0.25
2026/1/21-13-6182,2026/1/21,13,6182,合晶,2,57705,56667,1038,9088,8894,194,1402,277,1208,405,5,5,0.16,0.13
2026/1/21-13-3707,2026/1/21,13,3707,漢磊,3,55857,53586,2271,5387,5589,-202,584,-1808,786,-1206,2,8,0.10,0.15
2026/1/21-13-5340,2026/1/21,13,5340,建榮,4,46740,47331,-591,9754,10035,-281,1715,1232,1996,1928,4,6,0.17,0.20
2026/1/21-13-5347,2026/1/21,13,5347,世界,5,35201,37770,-2569,7151,7609,-458,2620,1808,3078,1410,4,6,0.34,0.43
2026/1/21-13-4979,2026/1/21,13,4979,華星光,6,35369,35570,-201,5883,5539,344,963,205,619,-123,6,4,0.17,0.11
2026/1/21-13-4939,2026/1/21,13,4939,亞電,7,36387,36376,11,9066,8544,522,1295,-273,773,115,4,6,0.15,0.09
2026/1/21-13-3105,2026/1/21,13,3105,穩懋,8,28863,28701,162,6022,4889,1133,2234,2049,1101,795,4,6,0.46,0.18
2026/1/21-13-6217,2026/1/21,13,6217,中探針,9,29794,30855,-1061,5519,4945,574,1961,1170,1387,393,5,5,0.40,0.25
2026/1/21-13-5371,2026/1/21,13,5371,中光電,10,25320,25618,-298,5344,5069,275,1107,802,832,251,4,6,0.22,0.16
2026/1/21-13-5351,2026/1/21,13,5351,鈺創,11,21782,23695,-1913,4353,4572,-219,574,-33,793,346,4,6,0.13,0.18
2026/1/21-13-3264,2026/1/21,13,3264,欣銓,12,22488,22619,-131,5850,5749,101,1801,961,1700,600,7,3,0.31,0.29
2026/1/21-13-6548,2026/1/21,13,6548,長科*,13,21994,22015,-21,3888,3750,138,1270,931,1132,650,6,4,0.34,0.29
2026/1/21-13-5381,2026/1/21,13,5381,合正,14,19054,19696,-642,3384,2865,519,958,683,439,-326,6,4,0.33,0.13
2026/1/21-13-5483,2026/1/21,13,5483,中美晶,15,11749,11049,700,1990,1790,200,487,137,287,20,4,5,0.27,0.14
2026/1/21-13-8086,2026/1/21,13,8086,宏捷科,16,10989,10873,116,2090,1788,302,635,388,333,59,6,4,0.36,0.16
2026/1/21-13-5498,2026/1/21,13,5498,凱崴,17,11016,11390,-374,3042,3049,-7,680,416,687,223,5,5,0.22,0.23
2026/1/21-13-8088,2026/1/21,13,8088,品安,18,10417,10834,-417,3359,2920,439,931,869,492,337,6,4,0.32,0.15
2026/1/21-13-8299,2026/1/21,13,8299,群聯,19,10570,10493,77,2530,2458,72,774,542,702,-30,6,4,0.31,0.28
2026/1/21-13-6265,2026/1/21,13,6265,方土昶,20,10617,10185,432,2572,2249,323,618,491,295,81,5,5,0.27,0.11
2026/1/21-13-6126,2026/1/21,13,6126,信音,21,10087,10725,-638,10087,10725,-638,1895,,2533,,4,6,0.18,0.25
2026/1/21-13-5425,2026/1/21,13,5425,台半,22,10705,10376,329,2871,2756,115,980,852,865,703,2,8,0.36,0.30
2026/1/21-13-3317,2026/1/21,13,3317,尼克森,23,10599,9848,751,2412,2138,274,882,596,608,360,2,8,0.41,0.25
2026/1/21-13-6274,2026/1/21,13,6274,台燿,24,10003,9468,535,3019,2913,106,1398,-1499,1292,-1219,4,6,0.48,0.43
2026/1/21-13-5309,2026/1/21,13,5309,系統電,25,9533,8838,695,2654,2057,597,803,453,206,116,7,3,0.39,0.08
2026/1/21-13-3374,2026/1/21,13,3374,精材,26,8425,9436,-1011,2227,2109,118,789,520,671,222,4,6,0.37,0.30
2026/1/21-13-3663,2026/1/21,13,3663,鑫科,27,8792,8844,-52,1441,1347,94,269,14,175,102,5,5,0.20,0.12
2026/1/21-13-3081,2026/1/21,13,3081,聯亞,28,8422,9115,-693,986,1071,-85,287,-211,372,111,5,5,0.27,0.38
2026/1/21-13-6244,2026/1/21,13,6244,茂迪,29,8790,8043,747,2147,1610,537,713,493,176,28,4,6,0.44,0.08
2026/1/21-13-6163,2026/1/21,13,6163,華電網,30,7099,8065,-966,7099,8065,-966,485,,1451,,3,7,0.06,0.20
2026/1/22-10-1815,2026/1/22,10,1815,富喬,1,31634,34659,-3025,31634,34659,-3025,7608,,10633,,6,4,0.22,0.34
2026/1/22-10-3707,2026/1/22,10,3707,漢磊,2,23238,24032,-794,23238,24032,-794,4224,,5018,,5,5,0.18,0.22
2026/1/22-10-5371,2026/1/22,10,5371,中光電,3,21932,22374,-442,21932,22374,-442,1270,,1712,,4,6,0.06,0.08
2026/1/22-10-6182,2026/1/22,10,6182,合晶,4,18107,18452,-345,18107,18452,-345,1740,,2085,,5,3,0.09,0.12
2026/1/22-10-5347,2026/1/22,10,5347,世界,5,13755,14165,-410,13755,14165,-410,4353,,4763,,5,5,0.31,0.35
2026/1/22-10-6548,2026/1/22,10,6548,長科*,6,14285,12561,1724,14285,12561,1724,4080,,2356,,5,5,0.32,0.16
2026/1/22-10-5425,2026/1/22,10,5425,台半,7,13895,12026,1869,13895,12026,1869,4552,,2683,,5,5,0.38,0.19
2026/1/22-10-5351,2026/1/22,10,5351,鈺創,8,10994,11538,-544,10994,11538,-544,2082,,2626,,7,3,0.18,0.24
2026/1/22-10-4533,2026/1/22,10,4533,協易機,9,13028,14009,-981,13028,14009,-981,2325,,3306,,6,4,0.17,0.25
2026/1/22-10-3105,2026/1/22,10,3105,穩懋,10,12125,11014,1111,12125,11014,1111,2864,,1753,,4,6,0.26,0.14
2026/1/22-10-3264,2026/1/22,10,3264,欣銓,11,11891,12533,-642,11891,12533,-642,1509,,2151,,5,5,0.12,0.18
2026/1/22-10-6126,2026/1/22,10,6126,信音,12,11420,12028,-608,11420,12028,-608,2671,,3279,,4,6,0.22,0.29
2026/1/22-10-8074,2026/1/22,10,8074,鉅橡,13,11850,12821,-971,11850,12821,-971,2798,,3769,,6,4,0.22,0.32
2026/1/22-10-4939,2026/1/22,10,4939,亞電,14,11421,10237,1184,11421,10237,1184,3234,,2050,,4,6,0.32,0.18
2026/1/22-10-6173,2026/1/22,10,6173,信昌電,15,8391,8776,-385,8391,8776,-385,652,,1037,,6,4,0.07,0.12
2026/1/22-10-6190,2026/1/22,10,6190,萬泰科,16,8064,7277,787,8064,7277,787,2731,,1944,,5,5,0.38,0.24
2026/1/22-10-6217,2026/1/22,10,6217,中探針,17,8430,8179,251,8430,8179,251,1743,,1492,,6,4,0.21,0.18
