115年03月31日 截至12:35止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"4","群益","956","983"
"5","國泰綜合","947","757"
"6","永豐金","755","813"
"7","台新","518","418"
"8","元富","446","427"
"9","統一","388","414"
"10","新光","409","323"
"11","擎亞(8096)"
"1","元大","3072","3287"
"2","凱基","1222","1856"
"3","富邦","1158","1318"
"4","國泰綜合","1126","693"
"5","永豐金","693","713"
"6","群益","646","618"
"7","新光","497","386"
"8","華南永昌","531","272"
"9","台新","430","348"
"10","統一","308","409"
"12","世界(5347)"
"1","美商高盛亞","4188","197"
"2","凱基","586","2730"
"3","元大","1146","1539"
"4","摩根士丹利","1088","1294"
"5","國泰綜合","1640","209"
"6","星洲瑞銀","679","716"
"7","摩根大通","262","740"
"8","群益","246","491"
"9","美林證券","8","697"
"10","富邦","242","443"
"13","順達(3211)"
"1","元大","1909","1994"
"2","凱基","1611","1534"
"3","富邦","595","777"
"4","群益","466","554"
"5","國泰綜合","481","520"
"6","永豐金","353","499"
"7","華南永昌","314","424"
"8","統一","277","449"
"9","美林證券","613","110"
"10","港商野村","365","285"
"14","邑昇(5291)"
"1","元大","2199","2114"
"2","凱基","881","1109"
"3","富邦","889","777"
"4","永豐金","587","477"
"5","國泰綜合","607","448"
"6","群益","417","509"
"7","華南永昌","445","215"
"8","統一","187","385"
"9","台新","306","261"
"10","元富","279","272"
"15","台燿(6274)"
"1","元大","1815","1727"
"2","凱基","774","1396"
"3","富邦","717","503"
"4","群益","604","530"
"5","國泰綜合","650","410"
"6","美商高盛亞","455","442"
"7","摩根士丹利","59","777"
"8","永豐金","405","298"
"9","星洲瑞銀","258","375"
"10","元富","318","193"
"16","世紀*(5314)"
"1","元大","1874","2201"
"2","凱基","702","1064"
"3","富邦","816","583"
"4","兆豐","1128","158"
"5","群益","354","597"
"6","永豐金","404","416"
"7","統一","371","360"
"8","華南永昌","422","258"
"9","元富","277","359"
"10","美林證券","49","478"
"17","台嘉碩(3221)"
"1","元大","1869","1714"
"2","凱基","882","922"
"3","富邦","637","656"
"4","華南永昌","612","674"
"5","群益","470","463"
"6","國泰綜合","483","360"
"7","元富","371","247"
"8","永豐金","227","353"
"9","美商高盛亞","196","335"
"10","台新","230","275"
"18","磐亞(4707)"
"1","元大","1932","1562"
"2","凱基","941","1477"
"3","國泰綜合","653","388"
"4","富邦","632","407"
"5","群益","775","176"
"6","永豐金","335","367"
"7","新光","213","409"
"8","統一","68","522"
"9","美林證券","167","401"
"10","美商高盛亞","58","456"
"19","群聯(8299)"
"1","元大","1261","1468"
"2","凱基","983","1048"
"3","永豐金","706","675"
"4","富邦","654","568"
"5","美商高盛亞","543","646"
"6","群益","330","295"
"7","國泰綜合","245","277"
"8","摩根士丹利","181","266"
"9","台新","233","202"
"10","新光","213","189"
"20","IET-KY(4971)"
"1","元大","1548","1363"
"2","凱基","671","1040"
"3","富邦","658","808"
"4","國泰綜合","652","337"
"5","永豐金","517","337"
"6","美商高盛亞","327","406"
"7","統一","308","404"
"8","群益","337","359"
"9","台新","226","248"
"10","華南永昌","248","188"
"21","建榮(5340)"
"1","元大","1648","1067"
"2","永豐金","349","1288"
"3","摩根大通","481","938"
"4","群益","420","688"
"5","國泰綜合","601","417"
"6","凱基","410","495"
"7","富邦","569","241"
"8","統一","222","352"
"9","台新","351","208"
"10","星洲瑞銀","157","389"
"22","中美晶(5483)"
"1","元大","1558","830"
"2","凱基","704","838"
"3","富邦","606","281"
"4","美商高盛亞","101","693"
"5","港商野村","36","751"
"6","群益","310","438"
"7","永豐金","481","227"
"8","星洲瑞銀","68","469"
"9","國泰綜合","377","160"
"10","摩根士丹利","37","363"
"23","萬泰科(6190)"
"1","元大","1296","1749"
"2","凱基","781","665"
"3","富邦","526","737"
"4","美商高盛亞","447","232"
"5","國泰綜合","240","389"
"6","統一","313","289"
"7","星洲瑞銀","346","203"
"8","群益","211","294"
"9","永豐金","138","290"
"10","元富","179","205"
"24","茂迪(6244)"
"1","元大","1651","1241"
"2","凱基","747","976"
"3","富邦","623","335"
"4","國泰綜合","440","285"
"5","星洲瑞銀","144","546"
"6","群益","306","363"
"7","永豐金","303","343"
"8","華南永昌","327","229"
"9","玉山證券","281","271"
"10","統一","178","282"
"25","金山電(8042)"
"1","元大","1734","1349"
"2","凱基","615","1171"
"3","群益","240","697"
"4","富邦","659","266"
"5","國泰綜合","483","196"
"6","統一","252","344"
"7","永豐金","365","206"
"8","華南永昌","221","191"
"9","美商高盛亞","133","257"
"10","元富","190","171"
"26","威剛(3260)"
"1","元大","589","1106"
"2","凱基","646","691"
"3","永豐金","800","372"
"4","美商高盛亞","788","229"
"5","統一","456","560"
"6","富邦","446","441"
"7","群益","330","285"
"8","華南永昌","250","297"
"9","兆豐","194","310"
"10","元富","273","222"
"27","台星科(3265)"
"1","元大","1114","1271"
"2","凱基","556","881"
"3","富邦","417","523"
"4","群益","293","366"
"5","永豐金","371","258"
"6","摩根士丹利","343","198"
"7","美商高盛亞","303","164"
"8","國泰綜合","238","210"
"9","統一","219","225"
"10","兆豐","234","210"
"28","聯光通(4903)"
"1","元大","1445","1488"
"2","凱基","626","623"
"3","富邦","397","361"
"4","元富","555","181"
"5","群益","223","220"
"6","永豐金","163","246"
"7","美商高盛亞","142","175"
"8","華南永昌","158","153"
"9","新光","90","218"
"10","統一","97","164"
"29","聚和(6509)"
"1","元大","838","898"
"2","富邦","594","496"
"3","凱基","587","309"
"4","新光","490","257"
"5","群益","274","402"
"6","國泰綜合","263","260"
"7","永豐金","141","340"
"8","元富","152","270"
"9","統一","140","147"
"10","港商野村","165","70"
"30","高技(5439)"
"1","元大","973","709"
"2","凱基","596","679"
"3","群益","226","488"
"4","富邦","412","279"
"5","國泰綜合","202","384"
"6","摩根士丹利","187","326"
"7","元富","145","258"
"8","永豐金","259","72"
"9","國票","263","62"
"10","星洲瑞銀","84","227"
