"115年04月08日 截至11:00止 热门股券商进出排行(等价整股由大而小排列)"
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"1","凱基","1670","445"
"2","元大","501","817"
"3","富邦","295","447"
"4","永豐金","271","359"
"5","台新","209","263"
"6","摩根士丹利","387","23"
"7","國泰綜合","91","240"
"8","統一","198","95"
"9","華南永昌","112","179"
"10","國票","38","236"
"28","港建*(3093)"
"1","凱基","1255","1242"
"2","元大","619","662"
"3","永豐金","208","774"
"4","富邦","361","356"
"5","群益","311","158"
"6","國泰綜合","233","142"
"7","統一","77","275"
"8","新光","310","29"
"9","華南永昌","195","133"
"10","台新","210","104"
"29","廣穎(4973)"
"1","元大","1161","822"
"2","凱基","305","484"
"3","富邦","385","285"
"4","台新","284","227"
"5","群益","207","297"
"6","美商高盛亞","14","465"
"7","星洲瑞銀","193","205"
"8","統一","110","228"
"9","永豐金","189","145"
"10","國泰綜合","169","139"
"30","均豪(5443)"
"1","元大","592","876"
"2","凱基","452","456"
"3","星洲瑞銀","612","74"
"4","台新","178","422"
"5","富邦","165","349"
"6","群益","196","245"
"7","永豐金","158","264"
"8","新光","149","202"
"9","統一","152","164"
"10","美商高盛亞","254","49"
