115年03月30日 截至10:17止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"8","星洲瑞銀","166","735"
"9","華南永昌","442","289"
"10","新光","313","375"
"8","東典光電(6588)"
"1","元大","1510","1630"
"2","凱基","780","1342"
"3","富邦","889","786"
"4","國泰綜合","498","406"
"5","群益","385","302"
"6","元富","316","282"
"7","玉山證券","294","272"
"8","摩根大通","327","208"
"9","永豐金","325","200"
"10","台新","301","193"
"9","順達(3211)"
"1","元大","1543","1481"
"2","凱基","918","1042"
"3","永豐金","523","659"
"4","富邦","482","390"
"5","群益","448","353"
"6","國泰綜合","497","271"
"7","台新","235","391"
"8","美商高盛亞","237","319"
"9","兆豐","263","227"
"10","華南永昌","286","201"
"10","IET-KY(4971)"
"1","元大","1669","1891"
"2","凱基","983","950"
"3","富邦","523","654"
"4","國泰綜合","577","348"
"5","美商高盛亞","396","418"
"6","永豐金","447","366"
"7","群益","295","404"
"8","華南永昌","205","284"
"9","統一","225","193"
"10","新光","197","147"
"11","泰藝(8289)"
"1","凱基","1296","2264"
"2","元大","1084","830"
"3","永豐金","758","207"
"4","富邦","377","260"
"5","群益","231","380"
"6","統一","185","196"
"7","國泰綜合","247","133"
"8","美林證券","113","184"
"9","兆豐","134","155"
"10","摩根大通","148","133"
"12","泰谷(3339)"
"1","元大","1544","1100"
"2","凱基","624","1136"
"3","富邦","350","440"
"4","永豐金","446","303"
"5","群益","255","266"
"6","元富","234","194"
"7","華南永昌","230","188"
"8","國泰綜合","225","180"
"9","統一","168","230"
"10","摩根大通","173","210"
"13","金居(8358)"
"1","元大","1244","1343"
"2","凱基","805","736"
"3","國泰綜合","368","333"
"4","永豐金","346","353"
"5","群益","259","427"
"6","富邦","351","296"
"7","港商野村","272","234"
"8","摩根大通","340","7"
"9","統一","109","216"
"10","美商高盛亞","147","153"
"14","世界(5347)"
"1","元大","1119","1053"
"2","國泰綜合","255","1182"
"3","凱基","722","715"
"4","摩根士丹利","251","477"
"5","美商高盛亞","274","381"
"6","富邦","308","236"
"7","星洲瑞銀","95","430"
"8","福邦","490","34"
"9","永豐金","247","47"
"10","摩根大通","118","175"
"15","台燿(6274)"
"1","元大","1001","1110"
"2","凱基","614","802"
"3","富邦","447","265"
"4","永豐金","401","204"
"5","國泰綜合","467","128"
"6","美商高盛亞","161","373"
"7","星洲瑞銀","1","483"
"8","群益","233","185"
"9","摩根大通","89","313"
"10","元富","206","146"
"16","聯寶(6821)"
"1","元大","982","1041"
"2","凱基","786","963"
"3","永豐金","573","570"
"4","富邦","499","438"
"5","群益","249","277"
"6","國泰綜合","253","239"
"7","華南永昌","187","204"
"8","元富","154","222"
"9","統一","140","177"
"10","兆豐","100","126"
"17","東捷(8064)"
"1","元大","1313","1179"
"2","凱基","564","790"
"3","永豐金","161","587"
"4","富邦","465","239"
"5","群益","171","490"
"6","兆豐","146","192"
"7","港商野村","155","153"
"8","玉山證券","144","152"
"9","元富","164","124"
"10","星洲瑞銀","153","132"
"18","達航科技(4577)"
"1","元大","689","617"
"2","富邦","293","709"
"3","凱基","388","401"
"4","永豐金","248","278"
"5","兆豐","84","348"
"6","國泰綜合","223","113"
"7","群益","160","176"
"8","摩根大通","237","90"
"9","美商高盛亞","213","62"
"10","新光","90","167"
"19","威剛(3260)"
"1","凱基","333","747"
"2","元大","413","415"
"3","統一","377","379"
"4","富邦","450","201"
"5","美商高盛亞","116","396"
"6","群益","245","121"
"7","摩根士丹利","262","102"
"8","永豐金","183","115"
"9","台新","134","129"
"10","兆豐","128","124"
"20","磐亞(4707)"
"1","元大","573","621"
"2","凱基","654","254"
"3","富邦","158","453"
"4","群益","398","129"
"5","兆豐","198","257"
"6","統一","313","88"
"7","玉山證券","76","207"
"8","永豐金","172","53"
"9","華南永昌","22","177"
"10","台新","74","111"
"21","中美晶(5483)"
"1","元大","652","448"
"2","凱基","321","396"
"3","美林證券","218","329"
"4","群益","177","343"
"5","美商高盛亞","40","474"
"6","富邦","302","184"
"7","康和","46","256"
"8","摩根士丹利","164","124"
"9","永豐金","190","68"
"10","統一","177","37"
"22","群聯(8299)"
"1","元大","593","876"
"2","凱基","432","490"
"3","富邦","246","214"
"4","永豐金","131","195"
"5","國泰綜合","138","152"
"6","美林證券","129","143"
"7","群益","132","121"
"8","美商高盛亞","93","138"
"9","新光","129","89"
"10","國票","144","45"
"23","萬泰科(6190)"
"1","元大","829","732"
"2","凱基","203","525"
"3","群益","206","322"
"4","富邦","298","107"
"5","永豐金","202","153"
"6","國泰綜合","182","125"
"7","元富","211","53"
"8","中國信託證","92","140"
"9","美商高盛亞","24","184"
"10","兆豐","129","66"
"24","聯光通(4903)"
"1","元大","782","873"
"2","凱基","376","456"
"3","富邦","242","227"
"4","群益","124","181"
"5","永豐金","97","144"
"6","元富","168","65"
"7","港商野村","109","109"
"8","美林證券","14","172"
"9","華南永昌","96","71"
"10","統一","58","108"
"25","茂迪(6244)"
"1","元大","669","849"
"2","凱基","472","289"
"3","美商高盛亞","339","52"
"4","富邦","212","162"
"5","國泰綜合","140","211"
"6","群益","251","87"
"7","星洲瑞銀","139","174"
"8","永豐金","97","139"
"9","統一","28","136"
"10","華南永昌","53","105"
"26","宏捷科(8086)"
"1","元大","1047","499"
"2","凱基","330","240"
"3","星洲瑞銀","46","431"
"4","康和","19","317"
"5","群益","90","176"
"6","摩根士丹利","21","242"
"7","美林證券","0","231"
"8","富邦","163","56"
"9","永豐金","152","63"
"10","摩根大通","0","203"
"27","長科*(6548)"
"1","元大","491","726"
"2","凱基","493","459"
"3","美商高盛亞","115","287"
"4","新光","245","89"
"5","群益","218","87"
"6","富邦","154","119"
"7","兆豐","170","54"
"8","康和","97","110"
"9","國泰綜合","98","71"
"10","永豐金","111","50"
"28","良維(6290)"
"1","元大","582","206"
"2","兆豐","121","665"
"3","凱基","324","386"
"4","國泰綜合","125","354"
"5","統一","55","187"
"6","永豐金","104","125"
"7","富邦","164","47"
"8","美商高盛亞","65","144"
"9","港商野村","168","1"
"10","摩根大通","35","129"
"29","元太(8069)"
"1","摩根士丹利","608","352"
"2","元大","422","225"
"3","凱基","128","424"
"4","華南永昌","62","259"
"5","國泰綜合","101","195"
"6","美商高盛亞","17","263"
"7","富邦","187","35"
"8","永豐金","132","81"
"9","摩根大通","0","160"
"10","台新","28","130"
"30","方土昶(6265)"
"1","凱基","212","634"
"2","元大","494","339"
"3","永豐金","81","225"
"4","富邦","176","116"
"5","美商高盛亞","142","101"
"6","群益","121","122"
"7","港商野村","204","6"
"8","星洲瑞銀","58","152"
"9","台新","78","116"
"10","國泰綜合","111","61"
